ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	LANGUAGE_FAMILY	BORROWED	BORROWED_SCORE	BORROWED_BASE	AGE	AGE_SCORE	DONOR_LANGUAGE	DONOR_VALUE
2161	Spanish	FEVER	fiebre	fiebre	f j e β ɾ e		Indo-European							
3856	Yaqui	FEVER	taji wechia	taji_wechia	t a j i + w e tʃ i a		Uto-Aztecan	False	0.0		Modern	0.7		
5276	ZinacantanTzotzil	FEVER	k’ok’	k’ok’	kʼ o kʼ		Mayan	False	0.0		Proto-Mayan	1.0		
5277	ZinacantanTzotzil	FEVER	k’ak’al	k’ak’al	kʼ a kʼ a l		Mayan	False	0.0		Proto-Mayan	1.0		
6610	Qeqchi	FEVER	k'ehok tiq	k'ehok_tiq	k ʔ e h o k + t i qʰ		Mayan	False	0.0		Q'eqchi'	1.0		
8459	Otomi	FEVER	tsoxpa	tsoxpa	ts o x p a		Otomanguean	False	0.0		Urbano (1605)	0.9		
10495	ImbaburaQuechua	FEVER	kalintura	kalintura	k a l i n d u ɾ a		Quechuan	True	1.0		Early Republic	0.8	Spanish	calentura
11678	Wichi	FEVER	t’oj nichayu	t’oj_nichayu	t ʔ o x + n i tʃ a j u		Matacoan	False	0.0		1940-present	0.7		
12951	Mapudungun	FEVER	aling kutran	aling_kutran	a l i ŋ + k u ʈʂ a n		Araucanian	False	0.0		Pre-1606	1.0		
1191	Portuguese	FEW	pouco	pouco	p o k u		Indo-European							
1192	Portuguese	FEW	poucos	poucos	p o k u ʃ		Indo-European							
2923	Spanish	FEW	poco	poco	p o k o		Indo-European							
4481	Yaqui	FEW	iliiki	iliiki	i l iː k i		Uto-Aztecan	False	0.0		Proto-Sonoran	1.0		
5818	ZinacantanTzotzil	FEW	hay ___________	hay____________	h a j		Mayan	False	0.0		colonial	0.5		
7407	Qeqchi	FEW	kach’in	kach’in	k a tʃʼ i n		Mayan	False	0.0		Q'eqchi'	1.0		
7408	Qeqchi	FEW	ink’a’ k’i	ink’a’_k’i	i n kʼ a ʔ + kʼ i		Mayan	False	0.0		Q'eqchi'	1.0		
7409	Qeqchi	FEW	b’ab’ay	b’ab’ay	ɓ a ɓ a j		Mayan	False	0.0		Q'eqchi'	1.0		
9436	Otomi	FEW	tx'u̲tho	tx'u̲tho	t̪ x ʔ u θ o		Otomanguean	False	0.0		Urbano (1605)	0.9		
10982	ImbaburaQuechua	FEW	asha	asha	a ʃ a		Quechuan	False	0.0		Pre-Inca	1.0		
12198	Wichi	FEW	lhimphaj	lhimphaj	lˠ i m pʰ a x		Matacoan	False	0.0		1940-present	0.7		
12199	Wichi	FEW	niwefwa	niwefwa	n i w e fʷ a		Matacoan	False	0.0		1900-1940	0.7		
13467	Mapudungun	FEW	pichin	pichin	p i tʃ i n		Araucanian	False	0.0		Pre-1606	1.0		
737	Portuguese	FIELD	campo	campo	k ɐ̃ p u		Indo-European							
2429	Spanish	FIELD	campo	campo	k a m p o		Indo-European							
2430	Spanish	FIELD	chacra	chacra	tʃ a k ɾ a		Indo-European							
4090	Yaqui	FIELD	wajo’ori	wajo’ori	w a j o ʔ o r i		Uto-Aztecan	False	0.0		Modern	0.7		
5481	ZinacantanTzotzil	FIELD	kampo	kampo	k a m p o		Mayan	True	1.0		Later Colonial	0.9	Spanish	campo
6881	Qeqchi	FIELD	awleb'aal	awleb'aal	a w l e ɓ aː l		Mayan	False	0.0		Q'eqchi'	1.0		
6882	Qeqchi	FIELD	k’al	k’al	kʼ a l		Mayan	False	0.25		Greater Tzeltalan + Huastec	1.0	Tzeltal	k’al
6883	Qeqchi	FIELD	awib’aal	awib’aal	a w i ɓ aː l		Mayan	False	0.0		proto-K’iche’an	1.0		
8785	Otomi	FIELD	hwähi	hwähi	hʷ ɐ h i		Otomanguean	False	0.0		Urbano (1605)	0.9		
10673	ImbaburaQuechua	FIELD	chakra	chakra	tʃ a k ɾ a		Quechuan	False	0.0		Pre-Inca	1.0		
11866	Wichi	FIELD	tokosw’et	tokosw’et	t o k o s + wˀ e t		Matacoan	False	0.0		1940-present	0.7		
13138	Mapudungun	FIELD	chaküra	chaküra	tʃ a k ɨ ɻ a		Araucanian	True	1.0		Post-1606	0.9	Quechua	chacra
13139	Mapudungun	FIELD	kampo	kampo	k a m p o		Araucanian	True	1.0		Post-1883	0.8	Spanish	campo
13140	Mapudungun	FIELD	ketrawe	ketrawe	k e ʈʂ a w e		Araucanian	False	0.0		Pre-1606	1.0		
1180	Portuguese	FIFTEEN	quinze	quinze	k ĩ z i		Indo-European							
2913	Spanish	FIFTEEN	quince	quince	k i n s e		Indo-European							
4469	Yaqui	FIFTEEN	wojmamni ama mamni	wojmamni_ama_mamni	w o j m a m n i + a m a + m a m n i		Uto-Aztecan	False	0.0		Modern	0.7		
4470	Yaqui	FIFTEEN	kinse	kinse	k i n s e		Uto-Aztecan	True	1.0		Modern	0.7	Spanish	quince
5807	ZinacantanTzotzil	FIFTEEN	vo7 lahuneb	vo7_lahuneb	v o ʔ + l a h u n e b		Mayan	False	0.0		Proto-Mayan	1.0		
7395	Qeqchi	FIFTEEN	ho'laju, o'laju	ho'laju	h o ʔ l a x u		Mayan	False	0.0		proto-Mayan	1.0		
9420	Otomi	FIFTEEN	‘re̲t’a ma ku̲t’a	‘re̲t’a_ma_ku̲t’a	ˀr æ t̪ʼ a + m a + k u t̪ʼ a		Otomanguean	False	0.0		Urbano (1605)	0.9		
10974	ImbaburaQuechua	FIFTEEN	chunga pishka	chunga_pishka	tʃ u ŋ g a + p i ʃ k a		Quechuan	False	0.0		Pre-Inca	1.0		
12191	Wichi	FIFTEEN	kinsi	kinsi	k i n s i		Matacoan	True	1.0		1940-present	0.7	Spanish	quince
13459	Mapudungun	FIFTEEN	mari kechu	mari_kechu	m a ɻ i + k e tʃ u		Araucanian	False	0.0		Pre-1606	1.0		
580	Portuguese	FIG	figo	figo	f i ɡ u		Indo-European							
2272	Spanish	FIG	higo	higo	i ɣ o		Indo-European							
3951	Yaqui	FIG	chuuna	chuuna	tʃ uː n a		Uto-Aztecan	False	0.0		Modern	0.7		
5374	ZinacantanTzotzil	FIG	7ik’ush	7ik’ush	ʔ i kʼ u sʰ		Mayan	True	1.0		Earlier Colonial	0.9	Spanish	higo
6738	Qeqchi	FIG	igo	igo	i g o		Mayan	True	1.0		Post-Conquest Q’eqchi’	0.9	Spanish	higo
8599	Otomi	FIG	igo	igo	i g o		Otomanguean	True	1.0		pre-modern	1.0	Spanish	higo
10572	ImbaburaQuechua	FIG	igus	igus	i g u s		Quechuan	True	1.0		Early Republic	0.8	Spanish	higo
1567	Portuguese	FIGHT	lutar	lutar	l u t a ʁ		Indo-European							
3335	Spanish	FIGHT	pelear	pelear	p e l e a ɾ		Indo-European							
4796	Yaqui	FIGHT	nassua	nassua	n a s s u a		Uto-Aztecan	False	0.0		Proto-Tara-Cahitan	1.0		
6087	ZinacantanTzotzil	FIGHT	pas baik ta preva	pas_baik_ta_preva	pʰ a s + ɓ a i k + t a + p ɾ e v a		Mayan	False	0.0	preva is from Spanish prueba ‘proof’	Proto-Tzotzil	1.0	Spanish	prueba
6088	ZinacantanTzotzil	FIGHT	tahin	tahin	t a h i n		Mayan	False	0.0		Proto-Tzotzil	1.0		
6089	ZinacantanTzotzil	FIGHT	tzak bail	tzak_bail	tsʰ a k + ɓ a i l		Mayan	False	0.0		Proto-Tzotzil	1.0		
7809	Qeqchi	FIGHT	ch'e'ok	ch'e'ok	tʃʼ e ʔ o kʰ		Mayan	False	0.0		Q'eqchi'	1.0		
9998	Otomi	FIGHT	ntuhni	ntuhni	n t̪ u h n i		Otomanguean	False	0.0		Urbano (1605)	0.9		
9999	Otomi	FIGHT	ntsa̲	ntsa̲	n ts ɔ		Otomanguean	False	0.0			0.5		
11257	ImbaburaQuechua	FIGHT	makanajuna (1)	makanajuna	m a k a n a x u n a		Quechuan	False	0.0		Pre-Inca	1.0		
12479	Wichi	FIGHT	tol’ey	tol’ey	t o l ʔ e j		Matacoan	False	0.0		1850-1900	0.8		
13737	Mapudungun	FIGHT	kewan	kewan	k e w a n		Araucanian	False	0.0		Pre-1606	1.0		
258	Portuguese	FIN	barbatana	barbatana	b a ʁ b a t ɐ n ɐ		Indo-European							
1952	Spanish	FIN	aleta	aleta	a l ɛ t a		Indo-European							
3675	Yaqui	FIN	masam	masam	m a s a m		Uto-Aztecan	False	0.0		Proto-Uto-Aztecan	1.0		
5091	ZinacantanTzotzil	FIN	shik’	shik’	ʃ i kʼ		Mayan	False	0.0		Proto-Mayan	1.0		
6392	Qeqchi	FIN	xik’	xik’	ʃ i kʼ		Mayan	False	0.0		proto-Mayan (not Huastec)	1.0		
11505	Wichi	FIN	lhefw	lhefw	lˠ e fʷ		Matacoan	False	0.0		1850-1900	0.8		
1032	Portuguese	FIND	achar	achar	a ʃ a ʁ		Indo-European							
1033	Portuguese	FIND	encontrar	encontrar	ẽ k õ t ɾ a ʁ		Indo-European							
2753	Spanish	FIND	encontrar	encontrar	e n k o n t ɾ a ɾ		Indo-European							
2754	Spanish	FIND	hallar	hallar	a ʝ a ɾ		Indo-European							
4334	Yaqui	FIND	tea	tea	t e a		Uto-Aztecan	False	0.0		Proto-Cahitan	1.0		
5687	ZinacantanTzotzil	FIND	ta (2)	ta	t a		Mayan	False	0.0		Proto-Greater Tzeltalan	1.0		
7209	Qeqchi	FIND	tawok	tawok	t a w o kʰ		Mayan	False	0.0		proto-Mayan	1.0		
9228	Otomi	FIND	tini	tini	t̪ i n i		Otomanguean	False	0.0		Urbano (1605)	0.9		
9229	Otomi	FIND	tsu̲di (2)	tsu̲di	ts u d i		Otomanguean	False	0.0		modern	0.6		
10864	ImbaburaQuechua	FIND	tarina (2)	tarina	t a ɾ i n a		Quechuan	False	0.0		Pre-Inca	1.0		
12068	Wichi	FIND	nesa	nesa	n e s a		Matacoan	False	0.0		1940-present	0.7		
13343	Mapudungun	FIND	pezan	pezan	p e z a n		Araucanian	False	0.0		Pre-1606	1.0		
1644	Portuguese	FINE (PENALTY)	multa	multa	m uu t ɐ		Indo-European							
3409	Spanish	FINE (PENALTY)	multa	multa	m u l t a		Indo-European							
4853	Yaqui	FINE (PENALTY)	multa	multa	m u l t a		Uto-Aztecan	True	1.0		Modern	0.7	Spanish	multa
6120	ZinacantanTzotzil	FINE (PENALTY)	multa	multa	m u l t a		Mayan	True	1.0		Later Colonial	0.9	Spanish	multa
7884	Qeqchi	FINE (PENALTY)	muult	muult	m uː l tʰ		Mayan	True	1.0		Post-Conquest Q’eqchi’	0.9	Spanish	multa
10107	Otomi	FINE (PENALTY)	ntsatu'ñu	ntsatu'ñu	n ts a t̪ u ˀɲ u		Otomanguean	False	0.0			0.5		
10108	Otomi	FINE (PENALTY)	njut'i bojä	njut'i_bojä	n x u t̪ʼ i + b o x ɐ		Otomanguean	False	0.0			0.5		
11295	ImbaburaQuechua	FINE (PENALTY)	multa	multa	m u l t a		Quechuan	True	1.0		Contemporary	0.7	Spanish	multa
13770	Mapudungun	FINE (PENALTY)	multa	multa	m u l t a		Araucanian	True	1.0		Post-1883	0.8	Spanish	multa
374	Portuguese	FINGER	dedo	dedo	d ɛ d u		Indo-European							
2070	Spanish	FINGER	dedo	dedo	d e ð o		Indo-European							
3781	Yaqui	FINGER	pusiam	pusiam	p u s i a m		Uto-Aztecan	False	0.0		Proto-Uto-Aztecan	1.0		
5196	ZinacantanTzotzil	FINGER	bik’tal k’obol	bik’tal_k’obol	ɓ i kʼ t a l + kʼ o ɓ o l		Mayan	False	0.0		Proto-Tzotzil	1.0		
5197	ZinacantanTzotzil	FINGER	ni7 k’obol	ni7_k’obol	n i ʔ + kʼ o ɓ o l		Mayan	False	0.0		Proto-Tzotzil	1.0		
6516	Qeqchi	FINGER	ru’uj uq’	ru’uj_uq’	r u ʔ u x + u qʼ		Mayan	False	0.0		Q'eqchi'	1.0		
8371	Otomi	FINGER	nsa'ñe̲	nsa'ñe̲	ⁿs a ˀɲ æ		Otomanguean	False	0.0		modern	0.6		
10433	ImbaburaQuechua	FINGER	didu	didu	d i d u		Quechuan	True	1.0		Late Colonial	0.9	Spanish	dedo
11613	Wichi	FINGER	tofwefw	tofwefw	t o fʷ e fʷ		Matacoan	False	0.0		1850-1900	0.8		
12885	Mapudungun	FINGER	changüll	changüll	tʃ a ŋ ɨ ʎ		Araucanian	False	0.0		Pre-1606	1.0		
376	Portuguese	FINGERNAIL	unha	unha	u ɲ ɐ		Indo-European							
2072	Spanish	FINGERNAIL	uɲa	uɲa	u ɲ a		Indo-European							
3783	Yaqui	FINGERNAIL	sutum	sutum	s u t u m		Uto-Aztecan	False	0.0		Proto-Uto-Aztecan	1.0		
5199	ZinacantanTzotzil	FINGERNAIL	ni7 7ich’akil	ni7_7ich’akil	n i ʔ + ʔ i tʃʼ a k i l		Mayan	False	0.0		Proto-Tzotzil	1.0		
6518	Qeqchi	FINGERNAIL	ixi’ij	ixi’ij	i ʃ i ʔ i x		Mayan	False	0.0		proto-Mayan	1.0		
8373	Otomi	FINGERNAIL	xa̲	xa̲	x ɔ		Otomanguean	False	0.0		Urbano (1605)	0.9		
10434	ImbaburaQuechua	FINGERNAIL	sillu	sillu	s i ʒ u		Quechuan	False	0.0		Pre-Inca	1.0		
11615	Wichi	FINGERNAIL	tofwefwt’oj	tofwefwt’oj	t o fʷ e fʷ t ʔ o x		Matacoan	False	0.0		1850-1900	0.8		
12887	Mapudungun	FINGERNAIL	wili	wili	w i l i		Araucanian	False	0.0		Pre-1606	1.0		
1233	Portuguese	FINISH	completar	completar	k õ p l e t a ʁ		Indo-European							
1234	Portuguese	FINISH	acabar	acabar	a k a b a ʁ		Indo-European							
2968	Spanish	FINISH	acabar	acabar	a k a β a ɾ		Indo-European							
2969	Spanish	FINISH	terminar	terminar	t ɛ ɾ m i n a ɾ		Indo-European							
2970	Spanish	FINISH	finalizar	finalizar	f i n a l i s a ɾ		Indo-European							
4516	Yaqui	FINISH	lu’uta	lu’uta	l u ʔ u t a		Uto-Aztecan	False	0.0		Proto-Cahitan	1.0		
4517	Yaqui	FINISH	tejale	tejale	t e j a l e		Uto-Aztecan	False	0.0		Modern	0.7		
4518	Yaqui	FINISH	ansu	ansu	a n s u		Uto-Aztecan	False	0.0		Proto-Tara-Cahitan	1.0		
5843	ZinacantanTzotzil	FINISH	tz’akubtas	tz’akubtas	tsʼ a k u ɓ t a s		Mayan	False	0.0		Proto-Tzeltalan	1.0		
5844	ZinacantanTzotzil	FINISH	lah	lah	l a h		Mayan	False	0.0		Proto-Tzeltalan	1.0		
7471	Qeqchi	FINISH	choyok	choyok	tʃ o j o kʰ		Mayan	False	0.0		Q'eqchi'	1.0		
7472	Qeqchi	FINISH	raqok	raqok	r a q o kʰ		Mayan	False	0.0		Q'eqchi'	1.0		
9498	Otomi	FINISH	kwadi	kwadi	kʷ a d i		Otomanguean	False	0.0		Urbano (1605)	0.9		
9499	Otomi	FINISH	jäts'i	jäts'i	x ɐ tsʼ i		Otomanguean	False	0.0		Urbano (1605)	0.9		
11011	ImbaburaQuechua	FINISH	tukurina	tukurina	t u k u ɾ i n a		Quechuan	False	0.0		Pre-Inca	1.0		
12228	Wichi	FINISH	nufw	nufw	n u fʷ		Matacoan	False	0.0		1900-1940	0.7		
13501	Mapudungun	FINISH	wechulün	wechulün	w e tʃ u l ɨ n		Araucanian	False	0.0		Pre-1606	1.0		
789	Portuguese	FIR	abeto	abeto	a b ɛ t u		Indo-European							
2486	Spanish	FIR	abeto	abeto	a β ɛ t o		Indo-European							
8848	Otomi	FIR	tu̲di	tu̲di	t̪ u d i		Otomanguean	False	0.0		modern	0.6		
11899	Wichi	FIR	hal’o	hal’o	h a l ʔ o		Matacoan	False	0.0		1850-1900	0.8		
85	Portuguese	FIRE	fogo	fogo	f ɔ ɡ u		Indo-European							
1766	Spanish	FIRE	fuego	fuego	f w e ɣ o		Indo-European							
3515	Yaqui	FIRE	taji	taji	t a j i		Uto-Aztecan	False	0.0		Proto-Uto-Aztecan	1.0		
4951	ZinacantanTzotzil	FIRE	k’ok’	k’ok’	kʼ o kʼ		Mayan	False	0.0		Proto-Mayan	1.0		
6219	Qeqchi	FIRE	xam	xam	ʃ a m		Mayan	False	0.0		proto-Eastern Mayan	1.0		
8002	Otomi	FIRE	tsibi	tsibi	ts i b i		Otomanguean	False	0.0		Urbano (1605)	0.9		
10216	ImbaburaQuechua	FIRE	nina	nina	n i n a		Quechuan	False	0.0		Pre-Inca	1.0		
11374	Wichi	FIRE	itoj	itoj	i t o x		Matacoan	False	0.0		1850-1900	0.8		
12614	Mapudungun	FIRE	kütral	kütral	k ɨ ʈʂ a l		Araucanian	False	0.0		Pre-1606	1.0		
298	Portuguese	FIREFLY	pirilampo	pirilampo	p i ɾ i l ɐ̃ p u		Indo-European							
299	Portuguese	FIREFLY	vaga-lume	vaga-lume	v a ɡ a l u m i		Indo-European							
1994	Spanish	FIREFLY	luciérnaga	luciérnaga	l u s j ɛ ɾ n a ɣ a		Indo-European							
3713	Yaqui	FIREFLY	kuupis	kuupis	k uː p i s		Uto-Aztecan	False	0.0		Proto-Sonoran	1.0		
5121	ZinacantanTzotzil	FIREFLY	kukay	kukay	k u k a j		Mayan	False	0.0		Proto-Mayan	1.0		
6442	Qeqchi	FIREFLY	mams	mams	m a m s		Mayan	False	0.0		Q'eqchi'	1.0		
8296	Otomi	FIREFLY	de̲'ni	de̲'ni	d æ ˀn i		Otomanguean	False	0.0		Urbano (1605)	0.9		
10371	ImbaburaQuechua	FIREFLY	ninakuru	ninakuru	n i n a k u ɾ u		Quechuan	False	0.0		Pre-Inca	1.0		
11549	Wichi	FIREFLY	fwitonaj	fwitonaj	fʷ i t o n a x		Matacoan	False	0.0		1940-present	0.7		
701	Portuguese	FIREPLACE	lareira	lareira	l a ɾ ei ɾ ɐ		Indo-European							
2397	Spanish	FIREPLACE	fogón	fogón	f o ɣ o n		Indo-European							
4065	Yaqui	FIREPLACE	orniam	orniam	o r n i a m		Uto-Aztecan	True	1.0		Colonial	0.9	Spanish	hornilla
6848	Qeqchi	FIREPLACE	xna'aj xam	xna'aj_xam	ʃ n a ʔ a x + ʃ a m		Mayan	False	0.0		Q'eqchi'	1.0		
6849	Qeqchi	FIREPLACE	k'ub'	k'ub'	k ʔ u ɓ		Mayan	False	0.0		proto-Mayan (not Huastec)	1.0		
8743	Otomi	FIREPLACE	nt'uspi	nt'uspi	n t̪ʼ u s p i		Otomanguean	False	0.0			0.5		
10652	ImbaburaQuechua	FIREPLACE	tulpa	tulpa	t u l p a		Quechuan	False	0.0		Pre-Inca	1.0		
11846	Wichi	FIREPLACE	itoj toj wefw	itoj_toj_wefw	i t o x + t o x + w e fʷ		Matacoan	False	0.0		1940-present	0.7		
13116	Mapudungun	FIREPLACE	kütralwe	kütralwe	k ɨ ʈʂ a l w e		Araucanian	False	0.0		Pre-1606	1.0		
98	Portuguese	FIREWOOD	lenha	lenha	l e ɲ ɐ		Indo-European							
1779	Spanish	FIREWOOD	leɲa	leɲa	l e ɲ a		Indo-European							
3526	Yaqui	FIREWOOD	kutam	kutam	k u t a m		Uto-Aztecan	False	0.0		Proto-Uto-Aztecan	1.0		
4961	ZinacantanTzotzil	FIREWOOD	si7	si7	s i ʔ		Mayan	False	0.0		Proto-Mayan	1.0		
6231	Qeqchi	FIREWOOD	si’	si’	s i ʔ		Mayan	False	0.0		proto-Mayan	1.0		
8019	Otomi	FIREWOOD	zaa	zaa	z aː		Otomanguean	False	0.0		Urbano (1605)	0.9		
10226	ImbaburaQuechua	FIREWOOD	yanta	yanta	j a n d a		Quechuan	False	0.0		Pre-Inca	1.0		
11384	Wichi	FIREWOOD	tolhetes	tolhetes	t o lˠ e t e s		Matacoan	False	0.0		1900-1940	0.7		
12627	Mapudungun	FIREWOOD	mamüll	mamüll	m a m ɨ ʎ		Araucanian	False	0.0		Pre-1606	1.0		
1205	Portuguese	FIRST	primeiro	primeiro	p ɾ i m ei ɾ u		Indo-European							
2937	Spanish	FIRST	primero	primero	p ɾ i m ɛ ɾ o		Indo-European							
4490	Yaqui	FIRST	wepulria	wepulria	w e p u l r i a		Uto-Aztecan	False	0.0		Proto-Cahitan	1.0		
5824	ZinacantanTzotzil	FIRST	t’ab	t’ab	tʼ a b		Mayan	False	0.0		Proto-Tzotzil	1.0		
5825	ZinacantanTzotzil	FIRST	primero	primero	pʰ ɾ i m e ɾ o		Mayan	True	1.0		Later Colonial	0.9	Spanish	primero
5826	ZinacantanTzotzil	FIRST	ba7yi	ba7yi	ɓ a ʔ j i		Mayan	False	0.0		Proto-Mayan	1.0		
7430	Qeqchi	FIRST	xb'een	xb'een	ʃ ɓ eː n		Mayan	False	0.0		Q'eqchi'	1.0		
9456	Otomi	FIRST	ndu̲i	ndu̲i	n d u i		Otomanguean	False	0.0		modern	0.6		
9457	Otomi	FIRST	'me̲t'o	'me̲t'o	ˀm æ t̪ʼ o		Otomanguean	False	0.0		modern	0.6		
9458	Otomi	FIRST	'be̲t'o	'be̲t'o	ˀb æ t̪ʼ o		Otomanguean	False	0.0		Urbano (1605)	0.9		
10991	ImbaburaQuechua	FIRST	ñaupa (2)	ñaupa	ɲ a u p a		Quechuan	False	0.0		Pre-Inca	1.0		
12209	Wichi	FIRST	tachen	tachen	t a tʃ e n		Matacoan	False	0.0		1940-present	0.7		
13479	Mapudungun	FIRST	wünelelu	wünelelu	w ɨ n e l e l u		Araucanian	False	0.0		Pre-1606	1.0		
257	Portuguese	FISH	peixe	peixe	p ei ʃ i		Indo-European							
1950	Spanish	FISH	pez	pez	p e s		Indo-European							
1951	Spanish	FISH	pescado	pescado	p ɛ s k a ð o		Indo-European							
3674	Yaqui	FISH	kuchu	kuchu	k u tʃ u		Uto-Aztecan	False	0.0		Proto-Uto-Aztecan	1.0		
5090	ZinacantanTzotzil	FISH	choy	choy	tʃʰ o j		Mayan	False	0.0		Proto-Mayan	1.0		
6391	Qeqchi	FISH	kar	kar	k a r		Mayan	False	0.0		proto-Mayan (not Huastec)	1.0		
8251	Otomi	FISH	hwä	hwä	hʷ ɐ		Otomanguean	False	0.0		Urbano (1605)	0.9		
10347	ImbaburaQuechua	FISH	piji	piji	p i x i		Quechuan	False	0.75		Late Colonial	0.9	Spanish	pez
11504	Wichi	FISH	w’ahat	w’ahat	w ʔ a h a t		Matacoan	False	0.0		1850-1900	0.8		
12795	Mapudungun	FISH	challwa	challwa	tʃ a ʎ w a		Araucanian	False	0.75		Pre-1606	1.0	Quechua	challwa
813	Portuguese	FISH POISON	raízes venenosas	raízes_venenosas	ʁ a i z e ʃ + v e n e n ɔ z a ʃ		Indo-European							
2517	Spanish	FISH POISON	barbasco	barbasco	b a ɾ β a s k o		Indo-European							
4148	Yaqui	FISH POISON	joyo	joyo	j o j o		Uto-Aztecan	False	0.0		Proto-Cahitan	1.0		
4149	Yaqui	FISH POISON	pajti	pajti	p a j t i		Uto-Aztecan	False	0.0		Proto-Cahitan	1.0		
6955	Qeqchi	FISH POISON	ch’alam	ch’alam	tʃʼ a l a m		Mayan	False	0.0		Q'eqchi'	1.0		
1611	Portuguese	FISH TRAP	nassa	nassa	n a s ɐ		Indo-European							
1612	Portuguese	FISH TRAP	armadilha de peixa	armadilha_de_peixa	a ʁ m a dʒ i ʎ ɐ + dʒ i + p ei ʃ ɐ		Indo-European							
3379	Spanish	FISH TRAP	nasa	nasa	n a s a		Indo-European							
4825	Yaqui	FISH TRAP	taampa	taampa	t aː m p a		Uto-Aztecan	True	1.0		Modern	0.7	Spanish	trampa
7853	Qeqchi	FISH TRAP	traamp	traamp	t ɾ aː m pʰ		Mayan	True	1.0		Post-Conquest Q’eqchi’	0.9	Spanish	trampa
7854	Qeqchi	FISH TRAP	ra’l kar	ra’l_kar	r a ʔ l + k a r		Mayan	False	0.0		Q'eqchi'	1.0		
10065	Otomi	FISH TRAP	t'a̲ts'i	t'a̲ts'i	t̪ʼ ɔ tsʼ i		Otomanguean	False	0.0		Urbano (1605)	0.9		
10066	Otomi	FISH TRAP	da̲xi jwä	da̲xi_jwä	d ɔ x i + xʷ ɐ		Otomanguean	False	0.0			0.5		
10067	Otomi	FISH TRAP	däxi nthu̲ts'i	däxi_nthu̲ts'i	d ɐ x i + n θ u tsʼ i		Otomanguean	False	0.0			0.5		
1606	Portuguese	FISHERMAN	pescador	pescador	p e ʃ k a d o ʁ		Indo-European							
3374	Spanish	FISHERMAN	pescador	pescador	p ɛ s k a ð o ɾ		Indo-European							
4821	Yaqui	FISHERMAN	kuchureo	kuchureo	k u tʃ u r e o		Uto-Aztecan	False	0.0	-reo < Spanish agentivizer suffix -ero	Colonial	0.9		
7845	Qeqchi	FISHERMAN	aj kar	aj_kar	a x + k a r		Mayan	False	0.0		proto-Eastern Mayan	1.0		
10054	Otomi	FISHERMAN	mejwä	mejwä	m e xʷ ɐ		Otomanguean	False	0.0		Urbano (1605)	0.9		
10055	Otomi	FISHERMAN	hyuts’i	hyuts’i	h j u tsʼ i		Otomanguean	False	0.0			0.5		
10056	Otomi	FISHERMAN	ngu̲jwä	ngu̲jwä	n g u xʷ ɐ		Otomanguean	False	0.0			0.5		
10057	Otomi	FISHERMAN	ngu̲peskado	ngu̲peskado	n g u p e s k a d o		Otomanguean	True	1.0		modern	0.6	Spanish	pescado
11273	ImbaburaQuechua	FISHERMAN	piji japik	piji_japik	p i x i + x a p i k		Quechuan	False	0.0	Clearly created on loan basis	Contemporary	0.7	Spanish	pez
12502	Wichi	FISHERMAN	w’ahatkut	w’ahatkut	w ʔ a h a t k u t		Matacoan	False	0.0		1850-1900	0.8		
13755	Mapudungun	FISHERMAN	challwafe	challwafe	tʃ a ʎ w a f e		Araucanian	False	0.75	challwa  ‘fish’ is a loanword from Quechua	Post-1606	0.9	Quechua	challwa
1607	Portuguese	FISHHOOK	anzol	anzol	ɐ̃ z ɔu		Indo-European							
3375	Spanish	FISHHOOK	anzuelo	anzuelo	a n s w e l o		Indo-European							
4822	Yaqui	FISHHOOK	ansueelom	ansueelom	a n s u eː l o m		Uto-Aztecan	True	1.0		Modern	0.7	Spanish	anzuelo
6105	ZinacantanTzotzil	FISHHOOK	tzakob choy	tzakob_choy	tsʰ a k o ɓ + tʃʰ o j		Mayan	False	0.0		Proto-Tzeltalan	1.0		
7846	Qeqchi	FISHHOOK	chapleb' kar	chapleb'_kar	tʃ a p l e ɓ + k a r		Mayan	False	0.0		Q'eqchi'	1.0		
7847	Qeqchi	FISHHOOK	kuux re karab'k	kuux_re_karab'k	k uː ʃ + ɾ e + k a ɾ a ɓ kʰ		Mayan	False	0.0		Q'eqchi'	1.0		
10058	Otomi	FISHHOOK	nthuts’i	nthuts’i	n θ u tsʼ i		Otomanguean	False	0.0			0.5		
10059	Otomi	FISHHOOK	'yofni	'yofni	ˀj o f n i		Otomanguean	False	0.0		Urbano (1605)	0.9		
12503	Wichi	FISHHOOK	timek	timek	t i m e k		Matacoan	False	0.0		1850-1900	0.8		
13756	Mapudungun	FISHHOOK	küli	küli	k ɨ l i		Araucanian	False	0.0		Pre-1606	1.0		
1608	Portuguese	FISHING LINE	linha de pesca	linha_de_pesca	l i ɲ ɐ + dʒ i + p ɛ ʃ k ɐ		Indo-European							
1609	Portuguese	FISHING LINE	corda	corda	k ɔ ʁ d ɐ		Indo-European							
3376	Spanish	FISHING LINE	cuerda de pescar	cuerda_de_pescar	k w ɛ ɾ ð a + ð e + p ɛ s k a ɾ		Indo-European							
4823	Yaqui	FISHING LINE	wii’i	wii’i	w iː ʔ i		Uto-Aztecan	False	0.0		Proto-Uto-Aztecan	1.0		
7848	Qeqchi	FISHING LINE	kordel	kordel	k o ɾ d e l		Mayan	True	1.0		Post-Conquest Q’eqchi’	0.9	Spanish	cordel
