ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_ID_	SOURCE_SCORE_	SOURCE_ID
1076	Portuguese	Indo-European	BELOW OR UNDER	debaixo	debaixo	d e b ai ʃ u					
2808	Spanish	Indo-European	BELOW OR UNDER	debajo	debajo	d e β a x o					
4371	Yaqui	Uto-Aztecan	BELOW OR UNDER	betuku	betuku	b e t u k u			2808	0.8333	
7261	Qeqchi	Mayan	BELOW OR UNDER	rub'el	rub'el	r u ɓ e l			2808	1.0000	
9281	Otomi	Otomanguean	BELOW OR UNDER	nga̲t'i	nga̲t'i	n g ɔ t̪ʼ i			2808	1.0000	
9282	Otomi	Otomanguean	BELOW OR UNDER	madu̲i	madu̲i	m a d u i			2808	1.0000	
9283	Otomi	Otomanguean	BELOW OR UNDER	mbo ja	mbo_ja	m b o + x a			2808	0.8333	
9284	Otomi	Otomanguean	BELOW OR UNDER	madu̲i ja	madu̲i_ja	m a d u i + x a			2808	0.7500	
10899	ImbaburaQuechua	Quechuan	BELOW OR UNDER	uray (2)	uray	u ɾ a j			2808	0.8333	
13380	Mapudungun	Araucanian	BELOW OR UNDER	miñche	miñche	m i ɲ tʃ e			2808	1.0000	
13381	Mapudungun	Araucanian	BELOW OR UNDER	abajo	abajo	a b a j o	Spanish	abajo	2808	0.6667	
647	Portuguese	Indo-European	BELT	cinto	cinto	s ĩ t u					
2337	Spanish	Indo-European	BELT	cinturón	cinturón	s i n t u ɾ o n					
2338	Spanish	Indo-European	BELT	faja	faja	f a x a					
4020	Yaqui	Uto-Aztecan	BELT	wikosa	wikosa	w i k o s a			2338	0.8333	
4021	Yaqui	Uto-Aztecan	BELT	toma jisumiam	toma_jisumiam	t o m a + j i s u m i a m			2338	0.8462	
5426	ZinacantanTzotzil	Mayan	BELT	chuk ch’util	chuk_ch’util	tʃʰ u k + tʃʼ u t i l			2337	0.8889	
6799	Qeqchi	Mayan	BELT	nimla sinch	nimla_sinch	n i m l a + s i n tʃ			2337	0.8000	
8681	Otomi	Otomanguean	BELT	bät'i	bät'i	b ɐ t̪ʼ i			2337	1.0000	
10622	ImbaburaQuechua	Quechuan	BELT	chumbi	chumbi	tʃ u m b i			2337	0.8750	
11808	Wichi	Matacoan	BELT	tokawak	tokawak	t o k a w a k			2338	0.7143	
13083	Mapudungun	Araucanian	BELT	trariwe	trariwe	ʈʂ a ɻ i w e			2338	0.8333	
818	Portuguese	Indo-European	BEND	dobrar	dobrar	d o b ɾ a ʁ					
819	Portuguese	Indo-European	BEND	curvar	curvar	k u ʁ v a ʁ					
2523	Spanish	Indo-European	BEND	encorvar	encorvar	e n k o ɾ β a ɾ					
2524	Spanish	Indo-European	BEND	doblar	doblar	d o β l a ɾ					
4153	Yaqui	Uto-Aztecan	BEND	po’olachaya	po’olachaya	p o ʔ o l a tʃ a j a			2524	0.7000	
4154	Yaqui	Uto-Aztecan	BEND	po’olacha’atu	po’olacha’atu	p o ʔ o l a tʃ a ʔ a t u			2524	0.7500	
5534	ZinacantanTzotzil	Mayan	BEND	lu7	lu7	l u ʔ			2524	0.8333	
6960	Qeqchi	Mayan	BEND	k'unuk	k'unuk	k ʔ u n u kʰ			2523	0.8750	
6961	Qeqchi	Mayan	BEND	hutzuk	hutzuk	h u t z u kʰ			2523	1.0000	
6962	Qeqchi	Mayan	BEND	k'onok	k'onok	k ʔ o n o kʰ	Ch’olan	*k’ong	2523	0.8750	
6963	Qeqchi	Mayan	BEND	lokok	lokok	l o k o kʰ			2523	0.7500	
6964	Qeqchi	Mayan	BEND	b’asok	b’asok	ɓ a s o kʰ	Ch’olan	*b’as	2523	0.8750	
6965	Qeqchi	Mayan	BEND	liq'ok	liq'ok	l i qʼ o kʰ			2523	0.8750	
8877	Otomi	Otomanguean	BEND	tot'i	tot'i	t̪ o t̪ʼ i			2524	0.8333	
8878	Otomi	Otomanguean	BEND	'bo̲nt'e	'bo̲nt'e	ˀb ə n t̪ʼ e			2523	1.0000	
8879	Otomi	Otomanguean	BEND	tx'a̲ki	tx'a̲ki	t̪ x ʔ ɔ k i			2523	1.0000	
8880	Otomi	Otomanguean	BEND	'ba̲t'i	'ba̲t'i	ˀb ɔ t̪ʼ i			2523	1.0000	
8881	Otomi	Otomanguean	BEND	yuki	yuki	j u k i			2523	0.8750	
10726	ImbaburaQuechua	Quechuan	BEND	patarina	patarina	p a t a ɾ i n a			2523	0.8750	
11918	Wichi	Matacoan	BEND	ichujnhathu	ichujnhathu	i tʃ u x n̥ a tʰ u			2524	0.8750	
13194	Mapudungun	Araucanian	BEND	müchamün	müchamün	m ɨ tʃ a m ɨ n			2523	1.0000	
1068	Portuguese	Indo-European	BESIDE	ao lado de	ao_lado_de	a u + l a d u + dʒ i					
2795	Spanish	Indo-European	BESIDE	al lado de	al_lado_de	a l + l a ð o + ð e					
4366	Yaqui	Uto-Aztecan	BESIDE	chaka’aku	chaka’aku	tʃ a k a ʔ a k u			2795	0.9000	
7254	Qeqchi	Mayan	BESIDE	sa’ xk’atq	sa’_xk’atq	s a ʔ + ʃ kʼ a t qʰ			2795	0.9000	
9272	Otomi	Otomanguean	BESIDE	jár hyo	jár_hyo	x a r + h j o			2795	0.8000	
10894	ImbaburaQuechua	Quechuan	BESIDE	manya (1)	manya	m a n j a			2795	0.9000	
12102	Wichi	Matacoan	BESIDE	iwhoye	iwhoye	i w̥ o j e			2795	0.8000	
13374	Mapudungun	Araucanian	BESIDE	ina	ina	i n a			2795	0.9000	
1444	Portuguese	Indo-European	BETRAY	trair	trair	t ɾ a i ʁ					
3202	Spanish	Indo-European	BETRAY	traicionar	traicionar	t ɾ a i s j o n a ɾ					
4696	Yaqui	Uto-Aztecan	BETRAY	traisionaroa	traisionaroa	t r a i s i o n a r o a	Spanish	traicionar	3202	0.4167	
7701	Qeqchi	Mayan	BETRAY	b’alaq’ink	b’alaq’ink	ɓ a l a qʼ i n kʰ			3202	0.8000	
9799	Otomi	Otomanguean	BETRAY	kadi	kadi	k a d i			3202	0.9000	
11169	ImbaburaQuechua	Quechuan	BETRAY	llullana (2)	llullana	ʒ u ʒ a n a			3202	0.8000	
12388	Wichi	Matacoan	BETRAY	yachaj (2)	yachaj	y a tʃ a x			3202	0.8000	
13656	Mapudungun	Araucanian	BETRAY	ngüneñman	ngüneñman	ŋ ɨ n e ɲ m a n			3202	0.9000	
596	Portuguese	Indo-European	BEVERAGE	bebida	bebida	b e b i d ɐ					
2289	Spanish	Indo-European	BEVERAGE	bebida	bebida	b e β i ð a					
3969	Yaqui	Uto-Aztecan	BEVERAGE	pomti	pomti	p o m t i			2289	1.0000	
3970	Yaqui	Uto-Aztecan	BEVERAGE	ji’iwame	ji’iwame	j i ʔ i w a m e			2289	0.7500	
5389	ZinacantanTzotzil	Mayan	BEVERAGE	7uch'bajel	7uch'bajel	ʔ u tʃʰ ʔ ɓ a ħ e l			2289	0.8889	
6754	Qeqchi	Mayan	BEVERAGE	uk'a'	uk'a'	u kʼ a ʔ			2289	1.0000	
8617	Otomi	Otomanguean	BEVERAGE	nts’i	nts’i	n tsʼ i			2289	0.8333	
8618	Otomi	Otomanguean	BEVERAGE	dehe nts'i	dehe_nts'i	d e h e + n tsʼ i			2289	0.8750	
10586	ImbaburaQuechua	Quechuan	BEVERAGE	ufiay	ufiay	u ɸ i a j			2289	0.8333	
11771	Wichi	Matacoan	BEVERAGE	tolhot	tolhot	t o lˠ o t			2289	1.0000	
13048	Mapudungun	Araucanian	BEVERAGE	putupeyel	putupeyel	p u t u p e y e l			2289	1.0000	
1131	Portuguese	Indo-European	BIG	grande	grande	ɡ ɾ ɐ̃ dʒ i					
2863	Spanish	Indo-European	BIG	grande	grande	g ɾ a n d e					
4419	Yaqui	Uto-Aztecan	BIG	bwe’u	bwe’u	bʷ e ʔ u			2863	1.0000	
5762	ZinacantanTzotzil	Mayan	BIG	muk’	muk’	m u kʼ			2863	1.0000	
7318	Qeqchi	Mayan	BIG	nim	nim	n i m			2863	0.8333	
9350	Otomi	Otomanguean	BIG	dätä	dätä	d ɐ t̪ ɐ			2863	1.0000	
10937	ImbaburaQuechua	Quechuan	BIG	jatun	jatun	x a t u ŋ			2863	0.8333	
12151	Wichi	Matacoan	BIG	wefw	wefw	w e fʷ			2863	1.0000	
13421	Mapudungun	Araucanian	BIG	fütra	fütra	f ɨ ʈʂ a			2863	1.0000	
1048	Portuguese	Indo-European	BILL	conta	conta	k õ t ɐ					
2770	Spanish	Indo-European	BILL	calcul	calcul	k a l k u l					
2771	Spanish	Indo-European	BILL	cuenta	cuenta	k w e n t a					
4348	Yaqui	Uto-Aztecan	BILL	kueenta	kueenta	k u eː n t a	Spanish	cuenta	2771	0.3333	
7231	Qeqchi	Mayan	BILL	kwenta	kwenta	gʷ e n t a	Spanish	cuenta	2771	0.3333	
9247	Otomi	Otomanguean	BILL	njut'i	njut'i	n x u t̪ʼ i			2770	1.0000	
9248	Otomi	Otomanguean	BILL	kwenta	kwenta	kʷ e n t̪ a	Spanish	cuenta	2771	0.5000	
10878	ImbaburaQuechua	Quechuan	BILL	kwinta	kwinta	k w i n d a	Spanish	cuenta	2771	0.3333	
12085	Wichi	Matacoan	BILL	wuletu	wuletu	w u l e t u	Spanish	boleta	2770	0.8333	
787	Portuguese	Indo-European	BIRCH	bétula	bétula	b ɛ t u l ɐ					
2484	Spanish	Indo-European	BIRCH	abedul	abedul	a β e ð u l					
8845	Otomi	Otomanguean	BIRCH	t'axu̲zaa	t'axu̲zaa	t̪ʼ a x u z aː			2484	1.0000	
11897	Wichi	Matacoan	BIRCH	hal’o	hal’o	h a l ʔ o			2484	1.0000	
234	Portuguese	Indo-European	BIRD	pássaro	pássaro	p a s a ɾ u					
235	Portuguese	Indo-European	BIRD	ave	ave	a v i					
1929	Spanish	Indo-European	BIRD	pájaro	pájaro	p a x a ɾ o					
1930	Spanish	Indo-European	BIRD	ave	ave	a β e					
3658	Yaqui	Uto-Aztecan	BIRD	wiikit	wiikit	w iː k i t			1929	1.0000	
5067	ZinacantanTzotzil	Mayan	BIRD	mut	mut	m u tʰ			1929	1.0000	
6370	Qeqchi	Mayan	BIRD	tz’ik	tz’ik	tsʼ i kʰ			1929	1.0000	
8219	Otomi	Otomanguean	BIRD	ts'ints'u̲	ts'ints'u̲	ts ʔ i n tsʼ u			1929	1.0000	
10333	ImbaburaQuechua	Quechuan	BIRD	pishku (1)	pishku	p i ʃ k u			1929	0.8333	
11485	Wichi	Matacoan	BIRD	afwenche	afwenche	a fʷ e n tʃ e			1930	0.6667	
12780	Mapudungun	Araucanian	BIRD	isüm	isüm	i s ɨ m			1929	1.0000	
12781	Mapudungun	Araucanian	BIRD	üñüm	üñüm	ɨ ɲ ɨ m			1929	1.0000	
424	Portuguese	Indo-European	BITE	morder	morder	m o ʁ d e ʁ					
2119	Spanish	Indo-European	BITE	morder	morder	m o ɾ ð ɛ ɾ					
3827	Yaqui	Uto-Aztecan	BITE	ke’e	ke’e	k e ʔ e			2119	1.0000	
5247	ZinacantanTzotzil	Mayan	BITE	tzak	tzak	tsʰ a k			2119	1.0000	
5248	ZinacantanTzotzil	Mayan	BITE	ti7	ti7	t i ʔ			2119	1.0000	
6568	Qeqchi	Mayan	BITE	qachok	qachok	q a tʃ o kʰ			2119	1.0000	
6569	Qeqchi	Mayan	BITE	qatzok	qatzok	q a t z o kʰ			2119	1.0000	
6570	Qeqchi	Mayan	BITE	k'atzok	k'atzok	k ʔ a t z o kʰ			2119	1.0000	
6571	Qeqchi	Mayan	BITE	jach'ok	jach'ok	x a tʃʼ o kʰ			2119	1.0000	
6572	Qeqchi	Mayan	BITE	tiwok	tiwok	t i w o kʰ			2119	1.0000	
6573	Qeqchi	Mayan	BITE	ti'ok	ti'ok	t i ʔ o kʰ			2119	1.0000	
6574	Qeqchi	Mayan	BITE	k'apok chi e	k'apok_chi_e	k ʔ a p o k + tʃ i + e			2119	0.9091	
6575	Qeqchi	Mayan	BITE	hach'lenk	hach'lenk	h a tʃʼ l e n kʰ			2119	1.0000	
6576	Qeqchi	Mayan	BITE	hach'ok	hach'ok	h a tʃʼ o kʰ			2119	1.0000	
8424	Otomi	Otomanguean	BITE	tsa (2)	tsa	ts a			2119	1.0000	
10471	ImbaburaQuechua	Quechuan	BITE	kanina	kanina	k a n i n a			2119	1.0000	
11652	Wichi	Matacoan	BITE	yukwaj	yukwaj	y u kʷ a x			2119	1.0000	
12925	Mapudungun	Araucanian	BITE	ünatun	ünatun	ɨ n a t u n			2119	1.0000	
1290	Portuguese	Indo-European	BITTER	amargo	amargo	ɐ m a ʁ ɡ u					
3029	Spanish	Indo-European	BITTER	amargo	amargo	a m a ɾ ɣ o					
4574	Yaqui	Uto-Aztecan	BITTER	chiibu	chiibu	tʃ iː b u			3029	1.0000	
5889	ZinacantanTzotzil	Mayan	BITTER	ch’a	ch’a	tʃʼ a			3029	0.8333	
7528	Qeqchi	Mayan	BITTER	k'a	k'a	k ʔ a			3029	0.8333	
9570	Otomi	Otomanguean	BITTER	xi njuts'i	xi_njuts'i	x i + n x u tsʼ i			3029	1.0000	
9571	Otomi	Otomanguean	BITTER	xi nju	xi_nju	x i + n x u			3029	1.0000	
11056	ImbaburaQuechua	Quechuan	BITTER	jayaj (1)	jayaj	x a j a x			3029	0.8333	
12270	Wichi	Matacoan	BITTER	tapay	tapay	t a p a j			3029	0.8333	
13542	Mapudungun	Araucanian	BITTER	mukür	mukür	m u k ɨ ɻ			3029	0.8333	
1312	Portuguese	Indo-European	BLACK	preto	preto	p ɾ ɛ t u					
1313	Portuguese	Indo-European	BLACK	negro	negro	n ɛ ɡ ɾ u					
3053	Spanish	Indo-European	BLACK	negro	negro	n e ɣ ɾ o					
4591	Yaqui	Uto-Aztecan	BLACK	chukuli	chukuli	tʃ u k u l i			3053	1.0000	
5906	ZinacantanTzotzil	Mayan	BLACK	7ik’ (3)	7ik’	ʔ i kʼ			3053	1.0000	
7549	Qeqchi	Mayan	BLACK	q'eq	q'eq	qʼ e qʰ			3053	0.8000	
9607	Otomi	Otomanguean	BLACK	'bo	'bo	ˀb o			3053	0.8000	
9608	Otomi	Otomanguean	BLACK	xi mpothe	xi_mpothe	x i + m p o θ e			3053	0.8750	
9609	Otomi	Otomanguean	BLACK	pothe (2)	pothe	p o θ e			3053	1.0000	
11072	ImbaburaQuechua	Quechuan	BLACK	yana	yana	j a n a			3053	1.0000	
12285	Wichi	Matacoan	BLACK	chalaj	chalaj	tʃ a l a x			3053	1.0000	
13557	Mapudungun	Araucanian	BLACK	kurü	kurü	k u ɻ ɨ			3053	1.0000	
874	Portuguese	Indo-European	BLACKSMITH	ferreiro	ferreiro	f e ʁ ei ɾ u					
2584	Spanish	Indo-European	BLACKSMITH	herrero	herrero	ɛ r ɛ ɾ o					
4199	Yaqui	Uto-Aztecan	BLACKSMITH	ereo	ereo	e r e o	Spanish	herrero	2584	0.6000	
5582	ZinacantanTzotzil	Mayan	BLACKSMITH	htentak’in	htentak’in	h t e n t a kʼ i n	Tzeltal	jten-taqiuin	2584	1.0000	
7037	Qeqchi	Mayan	BLACKSMITH	ajtenolch’ich’	ajtenolch’ich’	a x t e n o l tʃʼ i tʃʼ			2584	0.9000	
9004	Otomi	Otomanguean	BLACKSMITH	jwit'i	jwit'i	xʷ i t̪ʼ i			2584	1.0000	
9005	Otomi	Otomanguean	BLACKSMITH	hyoku̲bo̲jä	hyoku̲bo̲jä	h j o k u b ə x ɐ			2584	1.0000	
9006	Otomi	Otomanguean	BLACKSMITH	'yo̲t'u̲bo̲jä	'yo̲t'u̲bo̲jä	ˀj ə t̪ʼ u b ə x ɐ			2584	1.0000	
10767	ImbaburaQuechua	Quechuan	BLACKSMITH	jirriru	jirriru	x i ʐ i ɾ u	Spanish	herrero	2584	0.8333	
11959	Wichi	Matacoan	BLACKSMITH	herrero	herrero	h e r r e r o	Spanish	herrero	2584	0.7143	
1400	Portuguese	Indo-European	BLAME	culpa	culpa	k uu p ɐ					
3145	Spanish	Indo-European	BLAME	culpa	culpa	k u l p a					
3146	Spanish	Indo-European	BLAME	censura	censura	s e n s u ɾ a					
4657	Yaqui	Uto-Aztecan	BLAME	kulpa	kulpa	k u l p a	Spanish	culpa	3145	0.0000	3145
5968	ZinacantanTzotzil	Mayan	BLAME	mulil	mulil	m u l i l			3145	0.6000	
7654	Qeqchi	Mayan	BLAME	maak (1)	maak	m aː kʰ			3145	1.0000	
9720	Otomi	Otomanguean	BLAME	ts'oku̲te	ts'oku̲te	ts ʔ o k u t̪ e			3145	0.8571	
11135	ImbaburaQuechua	Quechuan	BLAME	jucha (2)	jucha	x u tʃ a			3145	0.6000	
12352	Wichi	Matacoan	BLAME	tamenej	tamenej	t a m e n e x			3145	1.0000	
13620	Mapudungun	Araucanian	BLAME	kulpa	kulpa	k u l p a	Spanish	culpa	3145	0.0000	3145
708	Portuguese	Indo-European	BLANKET	cobertor	cobertor	k o b e ʁ t o ʁ					
2403	Spanish	Indo-European	BLANKET	frazada	frazada	f ɾ a s a ð a					
2404	Spanish	Indo-European	BLANKET	cobija	cobija	k o β i x a					
4071	Yaqui	Uto-Aztecan	BLANKET	piisam	piisam	p iː s a m			2403	0.7143	
5459	ZinacantanTzotzil	Mayan	BLANKET	chamaroil	chamaroil	tʃʰ a m a ɾ o i l	Spanish	chamarra	2403	0.8750	
5460	ZinacantanTzotzil	Mayan	BLANKET	chih	chih	tʃʰ i h			2404	0.8333	
6857	Qeqchi	Mayan	BLANKET	isb’	isb’	i s ɓ			2404	0.8333	
8749	Otomi	Otomanguean	BLANKET	däx'yo	däx'yo	d ɐ x ˀj o			2403	1.0000	
8750	Otomi	Otomanguean	BLANKET	mänta	mänta	m ɐ n t̪ a	Spanish	manta	2404	0.8333	
10655	ImbaburaQuechua	Quechuan	BLANKET	jatana	jatana	x a t a n a			2403	0.5714	
11850	Wichi	Matacoan	BLANKET	kulhtsa	kulhtsa	k u lˠ ts a	Spanish	colcha	2404	0.6667	
13119	Mapudungun	Araucanian	BLANKET	üḻtu	üḻtu	ɨ l̪ t u			2403	1.0000	
13120	Mapudungun	Araucanian	BLANKET	fresada	fresada	f ɻ e s a θ a	Spanish	frazada	2403	0.4286	
1668	Portuguese	Indo-European	BLESS	abençoar	abençoar	a b ẽ s o a ʁ					
3436	Spanish	Indo-European	BLESS	bendecir	bendecir	b e n d e s i ɾ					
4873	Yaqui	Uto-Aztecan	BLESS	tu’isiawa	tu’isiawa	t u ʔ i s i a w a			3436	0.8889	
6138	ZinacantanTzotzil	Mayan	BLESS	7ak’ bentisyon	7ak’_bentisyon	ʔ a kʼ + ɓ e n t i s j o n	Spanish	bendicio*n	3436	0.7692	
7907	Qeqchi	Mayan	BLESS	osob'tesink	osob'tesink	o s o ɓ t e s i n kʰ			3436	0.7000	
10144	Otomi	Otomanguean	BLESS	jäpi	jäpi	x ɐ p i			3436	0.8750	
11312	ImbaburaQuechua	Quechuan	BLESS	bindisina	bindisina	b i n d i s i n a	Spanish	bendecir	3436	0.4444	
12534	Wichi	Matacoan	BLESS	takopfwaya	takopfwaya	t a k o p fʷ a j a			3436	1.0000	
496	Portuguese	Indo-European	BLIND	cego	cego	s ɛ ɡ u					
2194	Spanish	Indo-European	BLIND	ciego	ciego	s j e ɣ o					
3883	Yaqui	Uto-Aztecan	BLIND	lipti ~ ripti	lipti	l i p t i			2194	1.0000	
5304	ZinacantanTzotzil	Mayan	BLIND	kuk	kuk	k u k			2194	1.0000	
6644	Qeqchi	Mayan	BLIND	mutz'	mutz'	m u tsʼ			2194	1.0000	
8497	Otomi	Otomanguean	BLIND	goda̲	goda̲	g o d ɔ			2194	1.0000	
8498	Otomi	Otomanguean	BLIND	xa̲da̲	xa̲da̲	x ɔ d ɔ			2194	1.0000	
8499	Otomi	Otomanguean	BLIND	k'eda̲	k'eda̲	k ʔ e d ɔ			2194	0.8000	
10516	ImbaburaQuechua	Quechuan	BLIND	ñausa	ñausa	ɲ a u s a			2194	1.0000	
11702	Wichi	Matacoan	BLIND	asnam	asnam	a s n a m			2194	1.0000	
12977	Mapudungun	Araucanian	BLIND	trawma	trawma	ʈʂ a w m a			2194	1.0000	
346	Portuguese	Indo-European	BLINK	pestanejar	pestanejar	p e ʃ t ɐ n e ʒ a ʁ					
2040	Spanish	Indo-European	BLINK	parpadear	parpadear	p a ɾ p a ð e a ɾ					
2041	Spanish	Indo-European	BLINK	pestaɲear	pestaɲear	p ɛ s t a ɲ e a ɾ					
3751	Yaqui	Uto-Aztecan	BLINK	kupikte	kupikte	k u p i k t e			2040	0.8889	
5168	ZinacantanTzotzil	Mayan	BLINK	mutz’ilan	mutz’ilan	m u tsʼ i l a n			2040	0.8889	
6486	Qeqchi	Mayan	BLINK	eek'asink rix u	eek'asink_rix_u	eː kʼ a s i n k + ɾ i ʃ + u			2040	0.9231	
6487	Qeqchi	Mayan	BLINK	yuqyuqink	yuqyuqink	j u q j u q i n kʰ			2040	1.0000	
6488	Qeqchi	Mayan	BLINK	rik'ok	rik'ok	r i kʼ o kʰ			2040	1.0000	
6489	Qeqchi	Mayan	BLINK	mutz'mutz'ink	mutz'mutz'ink	m u tsʼ m u tsʼ i n kʰ			2040	1.0000	
8341	Otomi	Otomanguean	BLINK	k'wi'mu̲da̲	k'wi'mu̲da̲	k ˀw i ˀm u d ɔ			2040	1.0000	
10407	ImbaburaQuechua	Quechuan	BLINK	kapitsina	kapitsina	k a p i ts i n a			2040	0.7778	
11587	Wichi	Matacoan	BLINK	tatets’im	tatets’im	t a t e ts ʔ i m			2040	0.8889	
12859	Mapudungun	Araucanian	BLINK	ṉümiṉümitun	ṉümiṉümitun	n̪ ɨ m i n̪ ɨ m i t u n			2040	1.0000	
477	Portuguese	Indo-European	BLISTER	empola	empola	ẽ p ɔ l ɐ					
478	Portuguese	Indo-European	BLISTER	bolha	bolha	b ɔ ʎ ɐ					
2173	Spanish	Indo-European	BLISTER	ampolla	ampolla	a m p o ʝ a					
3863	Yaqui	Uto-Aztecan	BLISTER	boyoria	boyoria	b o j o r i a			2173	0.7143	
5284	ZinacantanTzotzil	Mayan	BLISTER	vochemal	vochemal	v o tʃʰ e m a l			2173	0.8571	
6621	Qeqchi	Mayan	BLISTER	puchha'	puchha'	p u tʃ + h a ʔ			2173	0.8571	
6622	Qeqchi	Mayan	BLISTER	porha'	porha'	p o r + h a ʔ			2173	0.8571	
8471	Otomi	Otomanguean	BLISTER	ndu̲xt'i	ndu̲xt'i	n d u x t̪ʼ i			2173	1.0000	
10502	ImbaburaQuechua	Quechuan	BLISTER	chupu (1)	chupu	tʃ u p u			2173	0.8333	
11685	Wichi	Matacoan	BLISTER	hits’ethen	hits’ethen	h i ts ʔ e tʰ e n			2173	1.0000	
12959	Mapudungun	Araucanian	BLISTER	pitraw	pitraw	p i ʈʂ a w			2173	0.8333	
317	Portuguese	Indo-European	BLOOD	sangue	sangue	s ɐ̃ ɡ i					
2014	Spanish	Indo-European	BLOOD	sangre	sangre	s a n g ɾ e					
3730	Yaqui	Uto-Aztecan	BLOOD	ojbo	ojbo	o j b o			2014	1.0000	
5143	ZinacantanTzotzil	Mayan	BLOOD	ch’ich’	ch’ich’	tʃʼ i tʃʼ			2014	1.0000	
5144	ZinacantanTzotzil	Mayan	BLOOD	ch’ch’elil	ch’ch’elil	tʃʼ tʃʼ e l i l			2014	1.0000	
5145	ZinacantanTzotzil	Mayan	BLOOD	sankre	sankre	s a n k ɾ e	Spanish	sangre	2014	0.1667	2014
6462	Qeqchi	Mayan	BLOOD	kik’	kik’	k i kʼ			2014	1.0000	
8315	Otomi	Otomanguean	BLOOD	ji	ji	x i			2014	1.0000	
10387	ImbaburaQuechua	Quechuan	BLOOD	yawar	yawar	j a w a ɾ			2014	0.6667	
11567	Wichi	Matacoan	BLOOD	w’uyis	w’uyis	w ʔ u j i s			2014	1.0000	
12838	Mapudungun	Araucanian	BLOOD	mollfüñ	mollfüñ	m o ʎ f ɨ ɲ			2014	1.0000	
318	Portuguese	Indo-European	BLOOD VESSEL	veia	veia	v ei ɐ					
319	Portuguese	Indo-European	BLOOD VESSEL	artéria	artéria	a ʁ t ɛ ɾ i ɐ					
2015	Spanish	Indo-European	BLOOD VESSEL	vena	vena	b e n a					
2016	Spanish	Indo-European	BLOOD VESSEL	arteria	arteria	a ɾ t ɛ ɾ j a					
3731	Yaqui	Uto-Aztecan	BLOOD VESSEL	ojbo wii’i	ojbo_wii’i	o j b o + w iː ʔ i			2015	0.8889	
5146	ZinacantanTzotzil	Mayan	BLOOD VESSEL	be ch’ich’elil	be_ch’ich’elil	ɓ e + tʃʼ i tʃʼ e l i l			2015	0.9000	
6463	Qeqchi	Mayan	BLOOD VESSEL	ich’	ich’	i tʃʼ			2015	1.0000	
8316	Otomi	Otomanguean	BLOOD VESSEL	‘ñuji	‘ñuji	ˀɲ u x i			2015	1.0000	
10388	ImbaburaQuechua	Quechuan	BLOOD VESSEL	anku	anku	a ŋ g u			2016	0.8571	
11568	Wichi	Matacoan	BLOOD VESSEL	tow’uyis n’oyij	tow’uyis_n’oyij	t o w ʔ u j i s + n ʔ o j i x			2015	0.9333	
12839	Mapudungun	Araucanian	BLOOD VESSEL	chüll mollfüñ	chüll_mollfüñ	tʃ ɨ ʎ + m o ʎ f ɨ ɲ			2015	1.0000	
936	Portuguese	Indo-European	BLOW (OF WIND)	soprar	soprar	s o p ɾ a ʁ					
2652	Spanish	Indo-European	BLOW (OF WIND)	soplar	soplar	s o p l a ɾ					
4248	Yaqui	Uto-Aztecan	BLOW (OF WIND)	pujta	pujta	p u j t a			2652	0.8333	
4249	Yaqui	Uto-Aztecan	BLOW (OF WIND)	pujte	pujte	p u j t e			2652	1.0000	
7109	Qeqchi	Mayan	BLOW (OF WIND)	apuunk	apuunk	a p uː n kʰ			2652	0.8333	
9095	Otomi	Otomanguean	BLOW (OF WIND)	jwixt'i	jwixt'i	xʷ i x t̪ʼ i			2652	1.0000	
9096	Otomi	Otomanguean	BLOW (OF WIND)	jwiki	jwiki	xʷ i k i			2652	1.0000	
9097	Otomi	Otomanguean	BLOW (OF WIND)	bu̲	bu̲	b u			2652	1.0000	
10804	ImbaburaQuechua	Quechuan	BLOW (OF WIND)	fukuna	fukuna	ɸ u k u n a			2652	1.0000	
11997	Wichi	Matacoan	BLOW (OF WIND)	yafwit	yafwit	y a fʷ i t			2652	1.0000	
13280	Mapudungun	Araucanian	BLOW (OF WIND)	pimun	pimun	p i m u n			2652	1.0000	
1315	Portuguese	Indo-European	BLUE	azul	azul	a z uu					
3055	Spanish	Indo-European	BLUE	azul	azul	a s u l					
4593	Yaqui	Uto-Aztecan	BLUE	teweli	teweli	t e w e l i			3055	0.8333	
5909	ZinacantanTzotzil	Mayan	BLUE	yosh	yosh	j o sʰ			3055	1.0000	
7551	Qeqchi	Mayan	BLUE	raxrax	raxrax	r a ʃ ɾ a ʃ			3055	0.8333	
9612	Otomi	Otomanguean	BLUE	k'angi	k'angi	k ʔ a n g i			3055	0.8333	
9613	Otomi	Otomanguean	BLUE	xi nk'angi	xi_nk'angi	x i + n kʼ a n g i			3055	0.8889	
9614	Otomi	Otomanguean	BLUE	xi nk'angi xi nzi	xi_nk'angi_xi_nzi	x i + n kʼ a n g i + x i + n z i			3055	0.9375	
9615	Otomi	Otomanguean	BLUE	xi nk'angi xi mbots'i	xi_nk'angi_xi_mbots'i	x i + n kʼ a n g i + x i + m b o tsʼ i			3055	0.9444	
11074	ImbaburaQuechua	Quechuan	BLUE	asul	asul	a s u l	Spanish	azul	3055	0.0000	3055
12287	Wichi	Matacoan	BLUE	asul	asul	a s u l	Spanish	azul	3055	0.0000	3055
