ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	BORROWED_SCORE	DONOR_LANGUAGE	DONOR_VALUE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	BOR_ID	SOURCE_LANGUAGE	SOURCE_ID
12009	Mapudungun	Araucanian	BE SILENT	ñüküfnaqün	ñüküfnaqün	ɲ ɨ k ɨ f n a ɣ ɨ n	0.0			4 7 1 7 3 4 7 3 7 4	AXBYBCYBYN	NIKIBNAGIN	2	2.N.C 2.I.V 2.K.C 2.I.V 2.B.C 2.N.C 2.A.V 2.G.C 2.I.V 2.N.c	2.0 1.5 1.75 1.3 1.75 1.5 1.3 1.75 1.3 0.8	ɲɨkɨfnaɣɨn	0	0		
669	Spanish	Indo-European	BEAD	chaquira	chaquira	tʃ a k i ɾ a				1 7 1 7 5 7	AXBYBZ	TAKIRA	5	5.T.C 5.A.V 5.K.C 5.I.V 5.R.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tʃakiɾa	0	0		
670	Spanish	Indo-European	BEAD	abalorio	abalorio	a β a l o ɾ j o				7 3 7 5 7 5 6 7	XBYBYBCZ	ABALURJU	5	5.A.V 5.B.C 5.A.V 5.L.C 5.U.V 5.R.C 5.J.C 5.U.V	1.5 1.75 1.3 1.75 1.3 1.75 1.5 0.8	aβaloɾjo	0	0		
2351	Yaqui	Uto-Aztecan	BEAD	kookam	kookam	k oː k a m	0.0			1 7 1 7 4	AXBYN	KUKAM	7	7.K.C 7.U.V 7.K.C 7.A.V 7.M.c	2.0 1.5 1.75 1.3 0.8	koːkam	0	0		
3747	ZinacantanTzotzil	Mayan	BEAD	satil	satil	s a t i l	0.5			3 7 1 7 5	AXBYN	SATIL	8	8.S.C 8.A.V 8.T.C 8.I.V 8.L.c	2.0 1.5 1.75 1.3 0.8	satil	0	0		
7011	Otomi	Otomanguean	BEAD	nxaji	nxaji	n x a x i	0.0			4 3 7 3 7	ACYBZ	NGAGI	3	3.N.C 3.G.C 3.A.V 3.G.C 3.I.V	2.0 1.5 1.3 1.75 0.8	nxaxi	0	0		
8944	ImbaburaQuechua	Quechuan	BEAD	muyu (2)	muyu	m u j u	0.0			4 7 6 7	AXBZ	MYJY	1	1.M.C 1.Y.V 1.J.C 1.Y.V	2.0 1.5 1.75 0.8	muju	0	0		
10135	Wichi	Matacoan	BEAD	tolhamis	tolhamis	t o lˠ a m i s	0.0			1 7 5 7 4 7 3	AXBYBYN	TULAMIS	6	6.T.C 6.U.V 6.L.C 6.A.V 6.M.C 6.I.V 6.S.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	tolˠamis	0	0		
366	Spanish	Indo-European	BEAK	pico	pico	p i k o				1 7 1 7	AXBZ	PIKU	5	5.P.C 5.I.V 5.K.C 5.U.V	2.0 1.5 1.75 0.8	piko	0	453		
2076	Yaqui	Uto-Aztecan	BEAK	teeni	teeni	t eː n i	0.0			1 7 4 7	AXBZ	TENI	7	7.T.C 7.E.V 7.N.C 7.I.V	2.0 1.5 1.75 0.8	teːni	0	0		
2077	Yaqui	Uto-Aztecan	BEAK	piiko	piiko	p iː k o	1.0	Spanish	pico	1 7 1 7	AXBZ	PIKU	7	7.P.C 7.I.V 7.K.C 7.U.V	2.0 1.5 1.75 0.8	piːko	0	453	Spanish	366
3492	ZinacantanTzotzil	Mayan	BEAK	ni7	ni7	n i ʔ	0.0			4 7 1	AXN	NIH	8	8.N.C 8.I.V 8.H.c	2.0 1.5 0.8	niʔ	0	0		
4813	Qeqchi	Mayan	BEAK	ruuch e	ruuch_e	r uː tʃ + e	0.0			5 7 1 9 7	AXN_X	RYT_E	4	4.R.C 4.Y.V 4.T.c 4._._ 4.E.V	2.0 1.5 0.8 0.0 1.5	ruːtʃ+e	0	0		
6668	Otomi	Otomanguean	BEAK	ndo'yone	ndo'yone	n d o ˀj o n e	0.0			4 1 7 6 7 4 7	ACYBYBZ	NTUJUNE	3	3.N.C 3.T.C 3.U.V 3.J.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	ndoˀjone	0	0		
8732	ImbaburaQuechua	Quechuan	BEAK	piku	piku	p i k u	1.0	Spanish	pico	1 7 1 7	AXBZ	PIKY	1	1.P.C 1.I.V 1.K.C 1.Y.V	2.0 1.5 1.75 0.8	piku	0	453	Spanish	366
9912	Wichi	Matacoan	BEAK	toposet	toposet	t o p o s e t	0.0			1 7 1 7 3 7 1	AXBYBYN	TUPUSET	6	6.T.C 6.U.V 6.P.C 6.U.V 6.S.C 6.E.V 6.T.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	toposet	0	0		
11184	Mapudungun	Araucanian	BEAK	wüṉ	wüṉ	w ɨ n̪	0.0			6 7 4	AXN	WIN	2	2.W.C 2.I.V 2.N.c	2.0 1.5 0.8	wɨn̪	0	0		
734	Spanish	Indo-European	BEAM	viga	viga	b i ɣ a				1 7 3 7	AXBZ	PIGA	5	5.P.C 5.I.V 5.G.C 5.A.V	2.0 1.5 1.75 0.8	biɣa	0	461		
2398	Yaqui	Uto-Aztecan	BEAM	biika	biika	b iː k a	1.0	Spanish	viga	1 7 1 7	AXBZ	PIKA	7	7.P.C 7.I.V 7.K.C 7.A.V	2.0 1.5 1.75 0.8	biːka	0	461	Spanish	734
3791	ZinacantanTzotzil	Mayan	BEAM	chantzelav te7	chantzelav_te7	tʃʰ a n tsʰ e l a v + t e ʔ	0.0			1 7 4 2 7 5 7 3 9 1 7 1	AXMBYBYN_AXN	TANCELAB_TEH	8	8.T.C 8.A.V 8.N.c 8.C.C 8.E.V 8.L.C 8.A.V 8.B.c 8._._ 8.T.C 8.E.V 8.H.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8 0.0 2.0 1.5 0.8	tʃʰantsʰelav+teʔ	0	0		
5189	Qeqchi	Mayan	BEAM	tz'amb'a	tz'amb'a	tsʼ a m ɓ a	0.5			1 7 4 1 7	AXMBZ	TAMPA	4	4.T.C 4.A.V 4.M.c 4.P.C 4.A.V	2.0 1.5 1.1 1.75 0.8	tsʼamɓa	0	0		
7086	Otomi	Otomanguean	BEAM	däzaa	däzaa	d ɐ z aː	0.0			1 7 3 7	AXBZ	TESA	3	3.T.C 3.E.V 3.S.C 3.A.V	2.0 1.5 1.75 0.8	dɐzaː	0	0		
8982	ImbaburaQuechua	Quechuan	BEAM	biga	biga	b i g a	1.0	Spanish	viga	1 7 1 7	AXBZ	PIKA	1	1.P.C 1.I.V 1.K.C 1.A.V	2.0 1.5 1.75 0.8	biga	0	461	Spanish	734
10178	Wichi	Matacoan	BEAM	heplhip lheley	heplhip_lheley	h e p lˠ i p + lˠ e l e j	0.0			3 7 1 5 7 1 9 5 7 5 7 6	AXBCYN_AXBYN	HEPLIP_LELEJ	6	6.H.C 6.E.V 6.P.C 6.L.C 6.I.V 6.P.c 6._._ 6.L.C 6.E.V 6.L.C 6.E.V 6.J.c	2.0 1.5 1.75 1.5 1.3 0.8 0.0 2.0 1.5 1.75 1.3 0.8	heplˠip+lˠelej	0	0		
11450	Mapudungun	Araucanian	BEAM	alof	alof	a l o f	0.0			7 5 7 3	XBYN	ALUB	2	2.A.V 2.L.C 2.U.V 2.B.c	1.5 1.75 1.3 0.8	alof	0	0		
584	Spanish	Indo-European	BEAN	frijol	frijol	f ɾ i x o l				3 5 7 3 7 5	ACXBYN	BRIGUL	5	5.B.C 5.R.C 5.I.V 5.G.C 5.U.V 5.L.c	2.0 1.5 1.5 1.75 1.3 0.8	fɾixol	0	0		
585	Spanish	Indo-European	BEAN	poroto	poroto	p o ɾ o t o				1 7 5 7 1 7	AXBYBZ	PURUTU	5	5.P.C 5.U.V 5.R.C 5.U.V 5.T.C 5.U.V	2.0 1.5 1.75 1.3 1.75 0.8	poɾoto	0	469		
2263	Yaqui	Uto-Aztecan	BEAN	muunim	muunim	m uː n i m	0.0			4 7 4 7 4	AXBYN	MYNIM	7	7.M.C 7.Y.V 7.N.C 7.I.V 7.M.c	2.0 1.5 1.75 1.3 0.8	muːnim	0	0		
3685	ZinacantanTzotzil	Mayan	BEAN	chenek’	chenek’	tʃʰ e n e kʼ	0.0			1 7 4 7 1	AXBYN	TENEK	8	8.T.C 8.E.V 8.N.C 8.E.V 8.K.c	2.0 1.5 1.75 1.3 0.8	tʃʰenekʼ	0	0		
5050	Qeqchi	Mayan	BEAN	kenq’	kenq’	k e n qʼ	0.0			1 7 4 1	AXLN	KENK	4	4.K.C 4.E.V 4.N.c 4.K.c	2.0 1.5 1.1 0.8	kenqʼ	0	0		
6910	Otomi	Otomanguean	BEAN	ju̲ (1)	ju̲	x u	0.0			3 7	AX	GY	3	3.G.C 3.Y.V	2.0 1.5	xu	0	0		
8885	ImbaburaQuechua	Quechuan	BEAN	purutu	purutu	p u ɾ u t u	0.0			1 7 5 7 1 7	AXBYBZ	PYRYTY	1	1.P.C 1.Y.V 1.R.C 1.Y.V 1.T.C 1.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	puɾutu	0	469	Spanish	585
10070	Wichi	Matacoan	BEAN	pulutu	pulutu	p u l u t u	1.0	Quechua	purutu	1 7 5 7 1 7	AXBYBZ	PYLYTY	6	6.P.C 6.Y.V 6.L.C 6.Y.V 6.T.C 6.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	pulutu	0	469	Spanish	585
10071	Wichi	Matacoan	BEAN	onyaj	onyaj	o n j a x	0.0			7 4 6 7 3	XBCYN	UNJAG	6	6.U.V 6.N.C 6.J.C 6.A.V 6.G.c	1.5 1.75 1.5 1.3 0.8	onjax	0	0		
11352	Mapudungun	Araucanian	BEAN	zengüll	zengüll	z e ŋ ɨ ʎ	0.0			3 7 4 7 5	AXBYN	SENIL	2	2.S.C 2.E.V 2.N.C 2.I.V 2.L.c	2.0 1.5 1.75 1.3 0.8	zeŋɨʎ	0	0		
281	Spanish	Indo-European	BEAR	oso	oso	o s o				7 3 7	XBZ	USU	5	5.U.V 5.S.C 5.U.V	1.5 1.75 0.8	oso	0	481		
2000	Yaqui	Uto-Aztecan	BEAR	ooso	ooso	oː s o	1.0	Spanish	oso	7 3 7	XBZ	USU	7	7.U.V 7.S.C 7.U.V	1.5 1.75 0.8	oːso	0	481	Spanish	281
3412	ZinacantanTzotzil	Mayan	BEAR	7osov	7osov	ʔ o s o v	1.0	Spanish	oso	1 7 3 7 3	AXBYN	HUSUB	8	8.H.C 8.U.V 8.S.C 8.U.V 8.B.c	2.0 1.5 1.75 1.3 0.8	ʔosov	0	481	Spanish	281
4719	Qeqchi	Mayan	BEAR	oos	oos	oː s	1.0	Spanish	oso	7 3	XN	US	4	4.U.V 4.S.c	1.5 0.8	oːs	0	481	Spanish	281
6578	Otomi	Otomanguean	BEAR	'muhu	'muhu	ˀm u h u	0.0			4 7 3 7	AXBZ	MYHY	3	3.M.C 3.Y.V 3.H.C 3.Y.V	2.0 1.5 1.75 0.8	ˀmuhu	0	0		
8667	ImbaburaQuechua	Quechuan	BEAR	usu	usu	u s u	1.0	Spanish	oso	7 3 7	XBZ	YSY	1	1.Y.V 1.S.C 1.Y.V	1.5 1.75 0.8	usu	0	0		
9830	Wichi	Matacoan	BEAR	selaj	selaj	s e l a x	0.0			3 7 5 7 3	AXBYN	SELAG	6	6.S.C 6.E.V 6.L.C 6.A.V 6.G.c	2.0 1.5 1.75 1.3 0.8	selax	0	0		
327	Spanish	Indo-European	BEARD	barba	barba	b a ɾ β a				1 7 5 3 7	AXMBZ	PARBA	5	5.P.C 5.A.V 5.R.c 5.B.C 5.A.V	2.0 1.5 1.1 1.75 0.8	baɾβa	0	484		
2043	Yaqui	Uto-Aztecan	BEARD	chao boam	chao_boam	tʃ a o + b o a m	0.0			1 7 7 9 1 7 7 4	AXZ_AXYN	TAU_PUAM	7	7.T.C 7.A.V 7.U.V 7._._ 7.P.C 7.U.V 7.A.V 7.M.c	2.0 1.5 0.8 0.0 2.0 1.5 1.3 0.8	tʃao+boam	0	0		
3455	ZinacantanTzotzil	Mayan	BEARD	7isimil	7isimil	ʔ i s i m i l	0.0			1 7 3 7 4 7 5	AXBYBYN	HISIMIL	8	8.H.C 8.I.V 8.S.C 8.I.V 8.M.C 8.I.V 8.L.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	ʔisimil	0	0		
4775	Qeqchi	Mayan	BEARD	mach	mach	m a tʃ	0.0			4 7 1	AXN	MAT	4	4.M.C 4.A.V 4.T.c	2.0 1.5 0.8	matʃ	0	0		
6628	Otomi	Otomanguean	BEARD	ju̲ni (1)	ju̲ni	x u n i	0.0			3 7 4 7	AXBZ	GYNI	3	3.G.C 3.Y.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	xuni	0	0		
8700	ImbaburaQuechua	Quechuan	BEARD	barbas	barbas	b a ɾ b a s	1.0	Spanish	barba	1 7 5 1 7 3	AXMBYN	PARPAS	1	1.P.C 1.A.V 1.R.c 1.P.C 1.A.V 1.S.c	2.0 1.5 1.1 1.75 1.3 0.8	baɾbas	0	484	Spanish	327
9879	Wichi	Matacoan	BEARD	toposey	toposey	t o p o s e j	0.0			1 7 1 7 3 7 6	AXBYBYN	TUPUSEJ	6	6.T.C 6.U.V 6.P.C 6.U.V 6.S.C 6.E.V 6.J.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	toposej	0	0		
11151	Mapudungun	Araucanian	BEARD	payuṉ	payuṉ	p a y u n̪	0.0			1 7 7 7 4	AXYYN	PAYYN	2	2.P.C 2.A.V 2.Y.V 2.Y.V 2.N.c	2.0 1.5 1.3 1.3 0.8	payun̪	0	0		
1466	Spanish	Indo-European	BEAUTIFUL	hermoso	hermoso	ɛ ɾ m o s o				7 5 4 7 3 7	XMBYBZ	ERMUSU	5	5.E.V 5.R.c 5.M.C 5.U.V 5.S.C 5.U.V	1.5 1.1 1.75 1.3 1.75 0.8	ɛɾmoso	0	0		
1467	Spanish	Indo-European	BEAUTIFUL	bonito	bonito	b o n i t o				1 7 4 7 1 7	AXBYBZ	PUNITU	5	5.P.C 5.U.V 5.N.C 5.I.V 5.T.C 5.U.V	2.0 1.5 1.75 1.3 1.75 0.8	bonito	0	0		
1468	Spanish	Indo-European	BEAUTIFUL	lindo	lindo	l i n d o				5 7 4 1 7	AXMBZ	LINTU	5	5.L.C 5.I.V 5.N.c 5.T.C 5.U.V	2.0 1.5 1.1 1.75 0.8	lindo	0	494		
2976	Yaqui	Uto-Aztecan	BEAUTIFUL	tutu’uli	tutu’uli	t u t u ʔ u l i	0.0			1 7 1 7 1 7 5 7	AXBYBYBZ	TYTYHYLI	7	7.T.C 7.Y.V 7.T.C 7.Y.V 7.H.C 7.Y.V 7.L.C 7.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	tutuʔuli	0	0		
2977	Yaqui	Uto-Aztecan	BEAUTIFUL	ujyooli	ujyooli	u j j oː l i	0.0			7 6 6 7 5 7	XMBYBZ	YJJULI	7	7.Y.V 7.J.c 7.J.C 7.U.V 7.L.C 7.I.V	1.5 1.1 1.75 1.3 1.75 0.8	ujjoːli	0	0		
4286	ZinacantanTzotzil	Mayan	BEAUTIFUL	leklek ba	leklek_ba	l e k l e k + ɓ a	0.0			5 7 1 5 7 1 9 1 7	AXBCYN_AX	LEKLEK_PA	8	8.L.C 8.E.V 8.K.C 8.L.C 8.E.V 8.K.c 8._._ 8.P.C 8.A.V	2.0 1.5 1.75 1.5 1.3 0.8 0.0 2.0 1.5	leklek+ɓa	0	0		
5974	Qeqchi	Mayan	BEAUTIFUL	xchaq'al wu'	xchaq'al_wu'	ʃ tʃ a qʼ a l + w u ʔ	0.0			3 1 7 1 7 5 9 6 7 1	ACYBYN_AXN	STAKAL_WYH	4	4.S.C 4.T.C 4.A.V 4.K.C 4.A.V 4.L.c 4._._ 4.W.C 4.Y.V 4.H.c	2.0 1.5 1.3 1.75 1.3 0.8 0.0 2.0 1.5 0.8	ʃtʃaqʼal+wuʔ	0	0		
5975	Qeqchi	Mayan	BEAUTIFUL	ch'ina us	ch'ina_us	tʃʼ i n a + u s	0.0			1 7 4 7 9 7 3	AXBZ_XN	TINA_YS	4	4.T.C 4.I.V 4.N.C 4.A.V 4._._ 4.Y.V 4.S.c	2.0 1.5 1.75 0.8 0.0 1.5 0.8	tʃʼina+us	0	0		
8044	Otomi	Otomanguean	BEAUTIFUL	xi nza̲tho	xi_nza̲tho	x i + n z ɔ θ o	0.0			3 7 9 4 3 7 3 7	AX_ACYBZ	GI_NSUDU	3	3.G.C 3.I.V 3._._ 3.N.C 3.S.C 3.U.V 3.D.C 3.U.V	2.0 1.5 0.0 2.0 1.5 1.3 1.75 0.8	xi+nzɔθo	0	494	Spanish	1468
9454	ImbaburaQuechua	Quechuan	BEAUTIFUL	sumak	sumak	s u m a k	0.0			3 7 4 7 1	AXBYN	SYMAK	1	1.S.C 1.Y.V 1.M.C 1.A.V 1.K.c	2.0 1.5 1.75 1.3 0.8	sumak	0	0		
10671	Wichi	Matacoan	BEAUTIFUL	isilataj	isilataj	i s i l a t a x	0.0			7 3 7 5 7 1 7 3	XBYBYBYN	ISILATAG	6	6.I.V 6.S.C 6.I.V 6.L.C 6.A.V 6.T.C 6.A.V 6.G.c	1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	isilatax	0	0		
11938	Mapudungun	Araucanian	BEAUTIFUL	küme azngen	küme_azngen	k ɨ m e + a z ŋ e n	0.0			1 7 4 7 9 7 3 4 7 4	AXBZ_XBCYN	KIME_ASNEN	2	2.K.C 2.I.V 2.M.C 2.E.V 2._._ 2.A.V 2.S.C 2.N.C 2.E.V 2.N.c	2.0 1.5 1.75 0.8 0.0 1.5 1.75 1.5 1.3 0.8	kɨme+azŋen	0	0		
1528	Spanish	Indo-European	BECAUSE	porque	porque	p o ɾ k e				1 7 5 1 7	AXMBZ	PURKE	5	5.P.C 5.U.V 5.R.c 5.K.C 5.E.V	2.0 1.5 1.1 1.75 0.8	poɾke	0	503		
3021	Yaqui	Uto-Aztecan	BECAUSE	bwe’ituk	bwe’ituk	bʷ e ʔ i t u k	0.0			1 7 1 7 1 7 1	AXBYBYN	PEHITYK	7	7.P.C 7.E.V 7.H.C 7.I.V 7.T.C 7.Y.V 7.K.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	bʷeʔituk	0	0		
4326	ZinacantanTzotzil	Mayan	BECAUSE	k’u ti	k’u_ti	kʼ u + t i	0.0			1 7 9 1 7	AX_AX	KY_TI	8	8.K.C 8.Y.V 8._._ 8.T.C 8.I.V	2.0 1.5 0.0 2.0 1.5	kʼu+ti	0	0		
4327	ZinacantanTzotzil	Mayan	BECAUSE	porke	porke	pʰ o ɾ k e	1.0	Spanish	porque	1 7 5 1 7	AXMBZ	PURKE	8	8.P.C 8.U.V 8.R.c 8.K.C 8.E.V	2.0 1.5 1.1 1.75 0.8	pʰoɾke	0	503	Spanish	1528
6025	Qeqchi	Mayan	BECAUSE	xb’aan naq	xb’aan_naq	ʃ ɓ aː n + n a qʰ	0.0			3 1 7 4 9 4 7 1	ACYN_AXN	SPAN_NAK	4	4.S.C 4.P.C 4.A.V 4.N.c 4._._ 4.N.C 4.A.V 4.K.c	2.0 1.5 1.3 0.8 0.0 2.0 1.5 0.8	ʃɓaːn+naqʰ	0	0		
8130	Otomi	Otomanguean	BECAUSE	ngetho	ngetho	n g e θ o	0.0			4 1 7 3 7	ACYBZ	NKEDU	3	3.N.C 3.K.C 3.E.V 3.D.C 3.U.V	2.0 1.5 1.3 1.75 0.8	ngeθo	0	0		
8131	Otomi	Otomanguean	BECAUSE	nge'ä	nge'ä	n g e ʔ ɐ	0.0			4 1 7 1 7	ACYBZ	NKEHE	3	3.N.C 3.K.C 3.E.V 3.H.C 3.E.V	2.0 1.5 1.3 1.75 0.8	ngeʔɐ	0	0		
9493	ImbaburaQuechua	Quechuan	BECAUSE	-manta	-manta	m a n d a	0.0			4 7 4 1 7	AXMBZ	MANTA	1	1.M.C 1.A.V 1.N.c 1.T.C 1.A.V	2.0 1.5 1.1 1.75 0.8	manda	0	0		
10711	Wichi	Matacoan	BECAUSE	latesej	latesej	l a t e s e x	0.0			5 7 1 7 3 7 3	AXBYBYN	LATESEG	6	6.L.C 6.A.V 6.T.C 6.E.V 6.S.C 6.E.V 6.G.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	latesex	0	0		
11980	Mapudungun	Araucanian	BECAUSE	porke	porke	p o ɻ k e	1.0	Spanish	porque	1 7 5 1 7	AXMBZ	PURKE	2	2.P.C 2.U.V 2.R.c 2.K.C 2.E.V	2.0 1.5 1.1 1.75 0.8	poɻke	0	503	Spanish	1528
300	Spanish	Indo-European	BEE	abeja	abeja	a β e x a				7 3 7 3 7	XBYBZ	ABEGA	5	5.A.V 5.B.C 5.E.V 5.G.C 5.A.V	1.5 1.75 1.3 1.75 0.8	aβexa	0	510		
2016	Yaqui	Uto-Aztecan	BEE	muumu	muumu	m uː m u	0.0			4 7 4 7	AXBZ	MYMY	7	7.M.C 7.Y.V 7.M.C 7.Y.V	2.0 1.5 1.75 0.8	muːmu	0	0		
3424	ZinacantanTzotzil	Mayan	BEE	chanul pom	chanul_pom	tʃʰ a n u l + p o m	0.0			1 7 4 7 5 9 1 7 4	AXBYN_AXN	TANYL_PUM	8	8.T.C 8.A.V 8.N.C 8.Y.V 8.L.c 8._._ 8.P.C 8.U.V 8.M.c	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 0.8	tʃʰanul+pom	0	0		
3425	ZinacantanTzotzil	Mayan	BEE	kachimpa pom	kachimpa_pom	k a tʃʰ i m p a + p o m	0.0			1 7 1 7 4 1 7 9 1 7 4	AXBYMBZ_AXN	KATIMPA_PUM	8	8.K.C 8.A.V 8.T.C 8.I.V 8.M.c 8.P.C 8.A.V 8._._ 8.P.C 8.U.V 8.M.c	2.0 1.5 1.75 1.3 1.1 1.75 0.8 0.0 2.0 1.5 0.8	katʃʰimpa+pom	0	0		
3426	ZinacantanTzotzil	Mayan	BEE	mermeho	mermeho	m e ɾ m e h o	0.75	Spanish	bermejo	4 7 5 4 7 3 7	AXMBYBZ	MERMEHU	8	8.M.C 8.E.V 8.R.c 8.M.C 8.E.V 8.H.C 8.U.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	meɾmeho	0	0		
3427	ZinacantanTzotzil	Mayan	BEE	mishik’ pom	mishik’_pom	m i ʃ i kʼ + p o m	0.0			4 7 3 7 1 9 1 7 4	AXBYN_AXN	MISIK_PUM	8	8.M.C 8.I.V 8.S.C 8.I.V 8.K.c 8._._ 8.P.C 8.U.V 8.M.c	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 0.8	miʃikʼ+pom	0	0		
3428	ZinacantanTzotzil	Mayan	BEE	ton pom	ton_pom	t o n + p o m	0.0			1 7 4 9 1 7 4	AXN_AXN	TUN_PUM	8	8.T.C 8.U.V 8.N.c 8._._ 8.P.C 8.U.V 8.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ton+pom	0	0		
4734	Qeqchi	Mayan	BEE	seer	seer	s eː r	1.0	Spanish	cera	3 7 5	AXN	SER	4	4.S.C 4.E.V 4.R.c	2.0 1.5 0.8	seːr	0	0		
6597	Otomi	Otomanguean	BEE	kolmenä	kolmenä	k o l m e n ɐ	1.0	Spanish	colmena	1 7 5 4 7 4 7	AXMBYBZ	KULMENE	3	3.K.C 3.U.V 3.L.c 3.M.C 3.E.V 3.N.C 3.E.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	kolmenɐ	0	0		
6598	Otomi	Otomanguean	BEE	gäne	gäne	g ɐ n e	0.0			1 7 4 7	AXBZ	KENE	3	3.K.C 3.E.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	gɐne	0	0		
8679	ImbaburaQuechua	Quechuan	BEE	abija	abija	a b i x a	1.0	Spanish	abeja	7 1 7 3 7	XBYBZ	APIGA	1	1.A.V 1.P.C 1.I.V 1.G.C 1.A.V	1.5 1.75 1.3 1.75 0.8	abixa	0	510	Spanish	300
9844	Wichi	Matacoan	BEE	nakwutaj	nakwutaj	n a kʷ u t a x	0.0			4 7 1 7 1 7 3	AXBYBYN	NAKYTAG	6	6.N.C 6.A.V 6.K.C 6.Y.V 6.T.C 6.A.V 6.G.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	nakʷutax	0	0		
9845	Wichi	Matacoan	BEE	pini	pini	p i n i	0.0			1 7 4 7	AXBZ	PINI	6	6.P.C 6.I.V 6.N.C 6.I.V	2.0 1.5 1.75 0.8	pini	0	0		
9846	Wichi	Matacoan	BEE	kolonp’un	kolonp’un	k o l o n p ʔ u n	0.0			1 7 5 7 4 1 1 7 4	AXBYLMBYN	KULUNPHYN	6	6.K.C 6.U.V 6.L.C 6.U.V 6.N.c 6.P.c 6.H.C 6.Y.V 6.N.c	2.0 1.5 1.75 1.3 1.1 1.1 1.75 1.3 0.8	kolonpʔun	0	0		
9847	Wichi	Matacoan	BEE	nakwu	nakwu	n a kʷ u	0.0			4 7 1 7	AXBZ	NAKY	6	6.N.C 6.A.V 6.K.C 6.Y.V	2.0 1.5 1.75 0.8	nakʷu	0	0		
9848	Wichi	Matacoan	BEE	simhat	simhat	s i m̥ a t	0.0			3 7 4 7 1	AXBYN	SIMAT	6	6.S.C 6.I.V 6.M.C 6.A.V 6.T.c	2.0 1.5 1.75 1.3 0.8	sim̥at	0	0		
9849	Wichi	Matacoan	BEE	supfwetaj	supfwetaj	s u p fʷ e t a x	0.0			3 7 1 3 7 1 7 3	AXBCYBYN	SYPBETAG	6	6.S.C 6.Y.V 6.P.C 6.B.C 6.E.V 6.T.C 6.A.V 6.G.c	2.0 1.5 1.75 1.5 1.3 1.75 1.3 0.8	supfʷetax	0	0		
9850	Wichi	Matacoan	BEE	akoyek	akoyek	a k o j e k	0.0			7 1 7 6 7 1	XBYBYN	AKUJEK	6	6.A.V 6.K.C 6.U.V 6.J.C 6.E.V 6.K.c	1.5 1.75 1.3 1.75 1.3 0.8	akojek	0	0		
9851	Wichi	Matacoan	BEE	pemtsaj	pemtsaj	p e m ts a x	0.0			1 7 4 2 7 3	AXMBYN	PEMCAG	6	6.P.C 6.E.V 6.M.c 6.C.C 6.A.V 6.G.c	2.0 1.5 1.1 1.75 1.3 0.8	pemtsax	0	0		
9852	Wichi	Matacoan	BEE	neslo	neslo	n e s l o	0.0			4 7 3 5 7	AXBCZ	NESLU	6	6.N.C 6.E.V 6.S.C 6.L.C 6.U.V	2.0 1.5 1.75 1.5 0.8	neslo	0	0		
9853	Wichi	Matacoan	BEE	wun’a (2)	wun’a	w u n ʔ a	0.0			6 7 4 1 7	AXMBZ	WYNHA	6	6.W.C 6.Y.V 6.N.c 6.H.C 6.A.V	2.0 1.5 1.1 1.75 0.8	wunʔa	0	0		
9854	Wichi	Matacoan	BEE	nuwalhek	nuwalhek	n u w a lˠ e k	0.0			4 7 6 7 5 7 1	AXBYBYN	NYWALEK	6	6.N.C 6.Y.V 6.W.C 6.A.V 6.L.C 6.E.V 6.K.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	nuwalˠek	0	0		
9855	Wichi	Matacoan	BEE	tiklha	tiklha	t i k lˠ a	0.0			1 7 1 5 7	AXBCZ	TIKLA	6	6.T.C 6.I.V 6.K.C 6.L.C 6.A.V	2.0 1.5 1.75 1.5 0.8	tiklˠa	0	0		
