ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_ID_	SOURCE_SCORE_	SOURCE_ID
1780	Spanish	Indo-European	CHARCOAL	carbón	carbón	k a ɾ β o n					
3527	Yaqui	Uto-Aztecan	CHARCOAL	maatum	maatum	m aː t u m			1780	0.7966	
4962	ZinacantanTzotzil	Mayan	CHARCOAL	7ak’al	7ak’al	ʔ a kʼ a l			1780	0.7667	
6232	Qeqchi	Mayan	CHARCOAL	ruuxam	ruuxam	r uː ʃ a m			1780	0.7829	
6233	Qeqchi	Mayan	CHARCOAL	sib’j	sib’j	s i ɓ x			1780	0.7919	
8020	Otomi	Otomanguean	CHARCOAL	thehñä	thehñä	θ e h ɲ ɐ			1780	0.7966	
10227	ImbaburaQuechua	Quechuan	CHARCOAL	karbun	karbun	k a ɾ b u ŋ	Spanish	carbón	1780	0.1000	1780
11385	Wichi	Matacoan	CHARCOAL	fwiyhul	fwiyhul	fʷ i j h u l			1780	0.8400	
12628	Mapudungun	Araucanian	CHARCOAL	kuyüḻ	kuyüḻ	k u y ɨ l̪			1780	0.6072	
12629	Mapudungun	Araucanian	CHARCOAL	karfon	karfon	k a ɻ f o n	Spanish	carbón	1780	0.0000	1780
1062	Portuguese	Indo-European	CHEAP	barato	barato	b a ɾ a t u					
2788	Spanish	Indo-European	CHEAP	barato	barato	b a ɾ a t o					
4361	Yaqui	Uto-Aztecan	CHEAP	kaa beje’e	kaa_beje’e	k aː + b e j e ʔ e			2788	0.6147	
5715	ZinacantanTzotzil	Mayan	CHEAP	yalem	yalem	j a l e m			2788	0.7068	
7248	Qeqchi	Mayan	CHEAP	kotzko	kotzko	k o t z k o			2788	0.7045	
9264	Otomi	Otomanguean	CHEAP	hingi hmädi	hingi_hmädi	h i n g i + h m ɐ d i			2788	0.8197	
10889	ImbaburaQuechua	Quechuan	CHEAP	baratu	baratu	b a ɾ a t u	Spanish	barato	2788	0.0222	2788
12097	Wichi	Matacoan	CHEAP	hat’enhihi	hat’enhihi	h a t ʔ e n̥ i h i			2788	0.8114	
13367	Mapudungun	Araucanian	CHEAP	pichi falin	pichi_falin	p i tʃ i + f a l i n	Spanish	valer	2788	0.6308	
13368	Mapudungun	Araucanian	CHEAP	faratu	faratu	f a ɻ a t u	Spanish	barato	2788	0.1111	2788
339	Portuguese	Indo-European	CHEEK	bochecha	bochecha	b o ʃ e ʃ ɐ					
2033	Spanish	Indo-European	CHEEK	mejilla	mejilla	m e x i ʝ a					
3745	Yaqui	Uto-Aztecan	CHEEK	jopem	jopem	j o p e m			2033	0.8244	
5161	ZinacantanTzotzil	Mayan	CHEEK	ton satil	ton_satil	t o n + s a t i l			2033	0.8538	
6479	Qeqchi	Mayan	CHEEK	ko	ko	k o	Western Mayan	*ko:h	2033	0.8705	
8334	Otomi	Otomanguean	CHEEK	'yongu	'yongu	ˀj o n g u			2033	0.7421	
10401	ImbaburaQuechua	Quechuan	CHEEK	ñawi chichu	ñawi_chichu	ɲ a w i + tʃ i tʃ u			2033	0.8989	
11581	Wichi	Matacoan	CHEEK	toch’alu	toch’alu	t o tʃ ʔ a l u			2033	0.7369	
594	Portuguese	Indo-European	CHEESE	queijo	queijo	k ei ʒ u					
2286	Spanish	Indo-European	CHEESE	queso	queso	k e s o					
3966	Yaqui	Uto-Aztecan	CHEESE	keesum	keesum	k eː s u m	Spanish	queso	2286	0.2088	2286
3967	Yaqui	Uto-Aztecan	CHEESE	jipiknojim	jipiknojim	j i p i k n o j i m			2286	0.8483	
5388	ZinacantanTzotzil	Mayan	CHEESE	keshu	keshu	k e ʃ u	Spanish	queso	2286	0.0333	2286
6752	Qeqchi	Mayan	CHEESE	kees	kees	k eː s	Spanish	queso	2286	0.1524	2286
8614	Otomi	Otomanguean	CHEESE	ge̲xu	ge̲xu	g æ x u	Spanish	queso	2286	0.1667	2286
10584	ImbaburaQuechua	Quechuan	CHEESE	kizu	kizu	k i z u	Spanish	queso	2286	0.0667	2286
11769	Wichi	Matacoan	CHEESE	chesu	chesu	tʃ e s u	Spanish	queso	2286	0.3667	
13047	Mapudungun	Araucanian	CHEESE	kesu	kesu	k e s u	Spanish	queso	2286	0.0333	2286
389	Portuguese	Indo-European	CHEST	peito	peito	p ei t u					
2086	Spanish	Indo-European	CHEST	pecho	pecho	p e tʃ o					
3796	Yaqui	Uto-Aztecan	CHEST	tawi	tawi	t a w i			2086	0.7269	
5216	ZinacantanTzotzil	Mayan	CHEST	ti7 7o7onil	ti7_7o7onil	t i ʔ + ʔ o ʔ o n i l			2086	0.9357	
6534	Qeqchi	Mayan	CHEST	maqab’	maqab’	m a q a ɓ			2086	0.8088	
6535	Qeqchi	Mayan	CHEST	re maqab’	re_maqab’	r e + m a q a ɓ			2086	0.8842	
8388	Otomi	Otomanguean	CHEST	tiñä	tiñä	t̪ i ɲ ɐ			2086	0.7333	
10447	ImbaburaQuechua	Quechuan	CHEST	pichu	pichu	p i tʃ u	Spanish	pecho	2086	0.0667	2086
11628	Wichi	Matacoan	CHEST	tot’ukwe	tot’ukwe	t o t ʔ u kʷ e			2086	0.6661	
12900	Mapudungun	Araucanian	CHEST	rüku	rüku	ɻ ɨ k u			2086	0.7333	
516	Portuguese	Indo-European	CHEW	mastigar	mastigar	m a ʃ tʃ i ɡ a ʁ					
517	Portuguese	Indo-European	CHEW	mascar	mascar	m a ʃ k a ʁ					
2214	Spanish	Indo-European	CHEW	masticar	masticar	m a s t i k a ɾ					
2215	Spanish	Indo-European	CHEW	mascar	mascar	m a s k a ɾ					
3899	Yaqui	Uto-Aztecan	CHEW	ko’a	ko’a	k o ʔ a			2215	0.7058	
5321	ZinacantanTzotzil	Mayan	CHEW	xax	xax	ʃ a ʃ			2215	0.7241	
6670	Qeqchi	Mayan	CHEW	hab'ok	hab'ok	h a ɓ o kʰ			2214	0.7429	
6671	Qeqchi	Mayan	CHEW	k'oylenk	k'oylenk	k ʔ o j l e n kʰ			2214	0.8228	
6672	Qeqchi	Mayan	CHEW	k'uxuk	k'uxuk	k ʔ u ʃ u kʰ			2214	0.6408	
8528	Otomi	Otomanguean	CHEW	ñähí	ñähí	ɲ ɐ h i			2215	0.7000	
10529	ImbaburaQuechua	Quechuan	CHEW	akuna	akuna	a k u n a			2215	0.6000	
11716	Wichi	Matacoan	CHEW	yukwajhi	yukwajhi	y u kʷ a xʰ i			2215	0.6000	
12990	Mapudungun	Araucanian	CHEW	changafün	changafün	tʃ a ŋ a f ɨ n			2214	0.7974	
230	Portuguese	Indo-European	CHICKEN	frango	frango	f ɾ ɐ̃ ɡ u					
1924	Spanish	Indo-European	CHICKEN	pollo	pollo	p o ʝ o					
3653	Yaqui	Uto-Aztecan	CHICKEN	totoi	totoi	t o t o i	Nahuatl	totolin	1924	0.6000	
5063	ZinacantanTzotzil	Mayan	CHICKEN	7alak’	7alak’	ʔ a l a kʼ			1924	0.8088	
5064	ZinacantanTzotzil	Mayan	CHICKEN	kashlan	kashlan	k a ʃ l a n	Spanish	castellano	1924	0.6058	
6366	Qeqchi	Mayan	CHICKEN	kaxlan	kaxlan	k a ʃ l a n	Spanish	castellano	1924	0.6058	
8215	Otomi	Otomanguean	CHICKEN	o̲ni	o̲ni	ə n i			1924	0.7446	
10329	ImbaburaQuechua	Quechuan	CHICKEN	pullu	pullu	p u ʒ u	Spanish	pollo	1924	0.0667	1924
11481	Wichi	Matacoan	CHICKEN	hu’u	hu’u	h u ʔ u			1924	0.5333	
12775	Mapudungun	Araucanian	CHICKEN	achawall	achawall	a tʃ a w a ʎ	Quechua	wallpa	1924	0.8369	
1524	Portuguese	Indo-European	CHIEFTAIN	chefe	chefe	ʃ ɛ f i					
1525	Portuguese	Indo-European	CHIEFTAIN	cacique	cacique	k a s i k i					
3291	Spanish	Indo-European	CHIEFTAIN	jefe	jefe	x e f e					
3292	Spanish	Indo-European	CHIEFTAIN	cacique	cacique	k a s i k e					
4771	Yaqui	Uto-Aztecan	CHIEFTAIN	ya’ut	ya’ut	j a ʔ u t			3292	0.6597	
7779	Qeqchi	Mayan	CHIEFTAIN	jolomil	jolomil	x o l o m i l			3291	0.6579	
7780	Qeqchi	Mayan	CHIEFTAIN	awab'ej	awab'ej	a w a ɓ e x			3291	0.6964	
9941	Otomi	Otomanguean	CHIEFTAIN	hmu	hmu	h m u			3291	0.8615	
9942	Otomi	Otomanguean	CHIEFTAIN	ndä (2)	ndä	n d ɐ			3291	0.9021	
9943	Otomi	Otomanguean	CHIEFTAIN	tada	tada	t̪ a d a			3291	0.7333	
9944	Otomi	Otomanguean	CHIEFTAIN	däbämuhñä	däbämuhñä	d ɐ b ɐ m u h ɲ ɐ			3291	0.7708	
11236	ImbaburaQuechua	Quechuan	CHIEFTAIN	apuk	apuk	a p u k			3292	0.5549	
12458	Wichi	Matacoan	CHIEFTAIN	niyat	niyat	n i j a t			3291	0.8088	
13718	Mapudungun	Araucanian	CHIEFTAIN	longko	longko	l o ŋ k o			3292	0.6308	
132	Portuguese	Indo-European	CHILD (DESCENDANT)	filhos	filhos	f i ʎ u ʃ					
133	Portuguese	Indo-European	CHILD (DESCENDANT)	prole	prole	p ɾ ɔ l i					
1809	Spanish	Indo-European	CHILD (DESCENDANT)	hijo	hijo	i x o					
1810	Spanish	Indo-European	CHILD (DESCENDANT)	hija	hija	i x a					
3554	Yaqui	Uto-Aztecan	CHILD (DESCENDANT)	yoemia	yoemia	j o e m i a			1810	0.7446	
4988	ZinacantanTzotzil	Mayan	CHILD (DESCENDANT)	7olil	7olil	ʔ o l i l			1810	0.8308	
4989	ZinacantanTzotzil	Mayan	CHILD (DESCENDANT)	nich’nab	nich’nab	n i tʃʼ n a b			1810	0.8022	
4990	ZinacantanTzotzil	Mayan	CHILD (DESCENDANT)	nich’onil	nich’onil	n i tʃʼ o n i l			1809	0.8431	
6266	Qeqchi	Mayan	CHILD (DESCENDANT)	k’ajol	k’ajol	kʼ a x o l			1809	0.4385	
8051	Otomi	Otomanguean	CHILD (DESCENDANT)	bätsi	bätsi	b ɐ ts i			1810	0.6246	
10250	ImbaburaQuechua	Quechuan	CHILD (DESCENDANT)	wawa	wawa	w a w a			1810	0.6646	
12659	Mapudungun	Araucanian	CHILD (DESCENDANT)	yall	yall	y a ʎ			1809	0.8022	
12660	Mapudungun	Araucanian	CHILD (DESCENDANT)	püñeñ	püñeñ	p ɨ ɲ e ɲ			1809	0.7641	
114	Portuguese	Indo-European	CHILD (YOUNG HUMAN)	criança	criança	k ɾ i ɐ̃ s ɐ					
115	Portuguese	Indo-European	CHILD (YOUNG HUMAN)	menino	menino	m e n i n u					
1791	Spanish	Indo-European	CHILD (YOUNG HUMAN)	niɲo	niɲo	n i ɲ o					
3537	Yaqui	Uto-Aztecan	CHILD (YOUNG HUMAN)	uusi	uusi	uː s i			1791	0.7446	
4970	ZinacantanTzotzil	Mayan	CHILD (YOUNG HUMAN)	7olol	7olol	ʔ o l o l			1791	0.8154	
6248	Qeqchi	Mayan	CHILD (YOUNG HUMAN)	al	al	a l			1791	0.8735	
8032	Otomi	Otomanguean	CHILD (YOUNG HUMAN)	bätsi	bätsi	b ɐ ts i			1791	0.7667	
10237	ImbaburaQuechua	Quechuan	CHILD (YOUNG HUMAN)	wawa (1)	wawa	w a w a			1791	0.7333	
11394	Wichi	Matacoan	CHILD (YOUNG HUMAN)	ha’no’fwaj	ha’no’fwaj	h a ʔ n o ʔ fʷ a x			1791	0.7766	
12640	Mapudungun	Araucanian	CHILD (YOUNG HUMAN)	pichi wentru	pichi_wentru	p i tʃ i + w e n ʈʂ u			1791	0.7338	
12641	Mapudungun	Araucanian	CHILD (YOUNG HUMAN)	pichi zomo	pichi_zomo	p i tʃ i + z o m o			1791	0.8564	
589	Portuguese	Indo-European	CHILI PEPPER	malagueta	malagueta	m a l a ɡ ɛ t ɐ					
2281	Spanish	Indo-European	CHILI PEPPER	ají	ají	a x i					
3959	Yaqui	Uto-Aztecan	CHILI PEPPER	ko’okoi	ko’okoi	k o ʔ o k o i			2281	0.6852	
5382	ZinacantanTzotzil	Mayan	CHILI PEPPER	7ich	7ich	ʔ i tʃʰ			2281	0.8034	
6746	Qeqchi	Mayan	CHILI PEPPER	ik	ik	i kʰ			2281	0.4989	
8609	Otomi	Otomanguean	CHILI PEPPER	‘ñi	‘ñi	ˀɲ i			2281	0.8132	
10579	ImbaburaQuechua	Quechuan	CHILI PEPPER	uchu	uchu	u tʃ u			2281	0.6000	
11764	Wichi	Matacoan	CHILI PEPPER	ponhon	ponhon	p o n̥ o n			2281	0.8231	
13042	Mapudungun	Araucanian	CHILI PEPPER	trapi	trapi	ʈʂ a p i			2281	0.6246	
703	Portuguese	Indo-European	CHIMNEY	chaminé	chaminé	ʃ ɐ m i n ɛ					
2399	Spanish	Indo-European	CHIMNEY	chimenea	chimenea	tʃ i m e n e a					
4067	Yaqui	Uto-Aztecan	CHIMNEY	chimenea	chimenea	tʃ i m e n e a	Spanish	chimenea	2399	0.0000	2399
4068	Yaqui	Uto-Aztecan	CHIMNEY	jibwitwojo’oria	jibwitwojo’oria	j i bʷ i t w o j o ʔ o r i a			2399	0.8345	
6852	Qeqchi	Mayan	CHIMNEY	releb’ sib’	releb’_sib’	r e l e ɓ + s i ɓ			2399	0.8818	
6853	Qeqchi	Mayan	CHIMNEY	xb’ehil sib’	xb’ehil_sib’	ʃ ɓ e h i l + s i ɓ			2399	0.9058	
8745	Otomi	Otomanguean	CHIMNEY	mpoxu'bifi	mpoxu'bifi	m p o x u ˀb i f i			2399	0.8314	
11847	Wichi	Matacoan	CHIMNEY	tetsaj n’oyij	tetsaj_n’oyij	t e ts a x + n ʔ o j i x			2399	0.8017	
340	Portuguese	Indo-European	CHIN	queixo	queixo	k ei ʃ u					
2034	Spanish	Indo-European	CHIN	mentón	mentón	m e n t o n					
2035	Spanish	Indo-European	CHIN	barbilla	barbilla	b a ɾ β i ʝ a					
3746	Yaqui	Uto-Aztecan	CHIN	chao	chao	tʃ a o			2034	0.7479	
5162	ZinacantanTzotzil	Mayan	CHIN	kolomil	kolomil	k o l o m i l			2035	0.7776	
5163	ZinacantanTzotzil	Mayan	CHIN	kovovil	kovovil	k o v o v i l			2035	0.6448	
6480	Qeqchi	Mayan	CHIN	rub’el e, rub’el eh	rub’el_e	r u ɓ e l + e			2035	0.7385	
8335	Otomi	Otomanguean	CHIN	juni	juni	x u n i			2034	0.6558	
10402	ImbaburaQuechua	Quechuan	CHIN	jasha	jasha	x a ʃ a			2035	0.5882	
11582	Wichi	Matacoan	CHIN	tokulun	tokulun	t o k u l u n			2034	0.7011	
12853	Mapudungun	Araucanian	CHIN	ketre	ketre	k e ʈʂ e			2034	0.6788	
904	Portuguese	Indo-European	CHISEL	cinzel	cinzel	s ĩ z ɛu					
2617	Spanish	Indo-European	CHISEL	escoplo	escoplo	ɛ s k o p l o					
2618	Spanish	Indo-European	CHISEL	cincel	cincel	s i n s ɛ l					
4221	Yaqui	Uto-Aztecan	CHISEL	ponchumu’uria	ponchumu’uria	p o n tʃ u m u ʔ u r i a			2618	0.6712	
5594	ZinacantanTzotzil	Mayan	CHISEL	7anob	7anob	ʔ a n o b			2618	0.5145	
7062	Qeqchi	Mayan	CHISEL	formon	formon	f o ɾ m o n	Spanish	formón	2618	0.8600	
9035	Otomi	Otomanguean	CHISEL	bo̲ja nt'äts'u̲zaa	bo̲ja_nt'äts'u̲zaa	b ə x a + n t̪ʼ ɐ tsʼ u z aː			2618	0.8211	
9036	Otomi	Otomanguean	CHISEL	sinsel	sinsel	s i n s e l	Spanish	cincel	2618	0.0000	2618
10782	ImbaburaQuechua	Quechuan	CHISEL	sinsil	sinsil	s i n s i l	Spanish	cincel	2618	0.0200	2618
520	Portuguese	Indo-European	CHOKE	sufocar	sufocar	s u f o k a ʁ					
2217	Spanish	Indo-European	CHOKE	sofocar	sofocar	s o f o k a ɾ					
3901	Yaqui	Uto-Aztecan	CHOKE	u’ukte	u’ukte	u ʔ u k t e			2217	0.6415	
5323	ZinacantanTzotzil	Mayan	CHOKE	hik’av	hik’av	h i kʼ a v			2217	0.5401	
6674	Qeqchi	Mayan	CHOKE	b’iq’e’k	b’iq’e’k	ɓ i qʼ e ʔ kʰ			2217	0.6425	
6675	Qeqchi	Mayan	CHOKE	jiq’e’k	jiq’e’k	x i qʼ e ʔ kʰ			2217	0.6103	
8531	Otomi	Otomanguean	CHOKE	het'e	het'e	h e t̪ʼ e			2217	0.7520	
8532	Otomi	Otomanguean	CHOKE	hñet'e	hñet'e	h ɲ e t̪ʼ e			2217	0.7976	
10531	ImbaburaQuechua	Quechuan	CHOKE	awana (1)	awana	a w a n a	Spanish	ahogar	2217	0.6256	
11718	Wichi	Matacoan	CHOKE	layalh ilon	layalh_ilon	l a j a lˠ + i l o n			2217	0.8745	
1386	Portuguese	Indo-European	CHOOSE	escolher	escolher	i ʃ k o ʎ e ʁ					
3129	Spanish	Indo-European	CHOOSE	escoger	escoger	ɛ s k o x ɛ ɾ					
3130	Spanish	Indo-European	CHOOSE	elegir	elegir	e l e x i ɾ					
4644	Yaqui	Uto-Aztecan	CHOOSE	yeu pua	yeu_pua	j e u + p u a			3129	1.0362	
5955	ZinacantanTzotzil	Mayan	CHOOSE	t’uh	t’uh	tʼ u h			3129	0.9000	
7634	Qeqchi	Mayan	CHOOSE	sik'ok u	sik'ok_u	s i kʼ o k + u			3129	0.5592	
7635	Qeqchi	Mayan	CHOOSE	molok	molok	m o l o kʰ			3130	0.5249	
7636	Qeqchi	Mayan	CHOOSE	tihok u	tihok_u	t i h o k + u			3129	0.7131	
9695	Otomi	Otomanguean	CHOOSE	jwahni	jwahni	xʷ a h n i			3129	0.7895	
11123	ImbaburaQuechua	Quechuan	CHOOSE	akllana (1)	akllana	a k ʒ a n a			3129	0.6215	
12340	Wichi	Matacoan	CHOOSE	iyaynhen	iyaynhen	i j a j n̥ e n			3130	0.7769	
13610	Mapudungun	Araucanian	CHOOSE	zullin	zullin	z u ʎ i n			3130	0.6335	
833	Portuguese	Indo-European	CHOP	abater	abater	a b a t e ʁ					
834	Portuguese	Indo-European	CHOP	cortar	cortar	k o ʁ t a ʁ					
2538	Spanish	Indo-European	CHOP	tajar	tajar	t a x a ɾ					
2539	Spanish	Indo-European	CHOP	picar	picar	p i k a ɾ					
4165	Yaqui	Uto-Aztecan	CHOP	chukta	chukta	tʃ u k t a			2538	0.4558	
5547	ZinacantanTzotzil	Mayan	CHOP	boh	boh	ɓ o h			2539	0.6663	
6985	Qeqchi	Mayan	CHOP	yok'ok	yok'ok	j o kʼ o kʰ			2539	0.5750	
6986	Qeqchi	Mayan	CHOP	jesok	jesok	x e s o kʰ			2538	0.6500	
6987	Qeqchi	Mayan	CHOP	raqink	raqink	r a q i n kʰ			2539	0.6085	
6988	Qeqchi	Mayan	CHOP	qapok	qapok	q a p o kʰ			2539	0.6356	
8921	Otomi	Otomanguean	CHOP	he̲ki	he̲ki	h æ k i			2539	0.5231	
8922	Otomi	Otomanguean	CHOP	he̲ts'i	he̲ts'i	h æ tsʼ i			2538	0.7967	
8923	Otomi	Otomanguean	CHOP	he̲ni	he̲ni	h æ n i			2538	0.8088	
8924	Otomi	Otomanguean	CHOP	su̲t'i	su̲t'i	s u t̪ʼ i			2538	0.7516	
8925	Otomi	Otomanguean	CHOP	ts'ant'i	ts'ant'i	ts ʔ a n t̪ʼ i			2538	0.7607	
10737	ImbaburaQuechua	Quechuan	CHOP	kuchuna	kuchuna	k u tʃ u n a			2538	0.7068	
11929	Wichi	Matacoan	CHOP	yenlhipeya	yenlhipeya	y e n lˠ i p e j a			2539	0.7808	
13206	Mapudungun	Araucanian	CHOP	katrükan	katrükan	k a ʈʂ ɨ k a n			2539	0.6405	
1156	Portuguese	Indo-European	CIRCLE	círculo	círculo	s i ʁ k u l u					
1157	Portuguese	Indo-European	CIRCLE	roda	roda	ʁ ɔ d ɐ					
2889	Spanish	Indo-European	CIRCLE	círculo	círculo	s i ɾ k u l o					
4439	Yaqui	Uto-Aztecan	CIRCLE	ko’elai	ko’elai	k o ʔ e l a i			2889	0.5569	
5787	ZinacantanTzotzil	Mayan	CIRCLE	sentro	sentro	s e n t ɾ o	Spanish	centro	2889	0.5458	
7373	Qeqchi	Mayan	CIRCLE	siril	siril	s i ɾ i l			2889	0.2599	2889
9391	Otomi	Otomanguean	CIRCLE	maxo̲ts'e	maxo̲ts'e	m a x ə tsʼ e			2889	0.6569	
10956	ImbaburaQuechua	Quechuan	CIRCLE	muyushka	muyushka	m u j u ʃ k a			2889	0.7364	
12173	Wichi	Matacoan	CIRCLE	lhip’unlhi	lhip’unlhi	lˠ i p ʔ u n lˠ i			2889	0.6718	
13441	Mapudungun	Araucanian	CIRCLE	chüngküz	chüngküz	tʃ ɨ ŋ k ɨ z			2889	0.6103	
1533	Portuguese	Indo-European	CITIZEN	cidadão	cidadão	s i d a d ɐ̃ũ					
1534	Portuguese	Indo-European	CITIZEN	súdito	súdito	s u dʒ i t u					
3300	Spanish	Indo-European	CITIZEN	ciudadano	ciudadano	s j u ð a ð a n o					
3301	Spanish	Indo-European	CITIZEN	súbdito	súbdito	s u β ð i t o					
4776	Yaqui	Uto-Aztecan	CITIZEN	yoemia	yoemia	j o e m i a			3300	0.7515	
7786	Qeqchi	Mayan	CITIZEN	aj tenamit	aj_tenamit	a x + t e n a m i tʰ			3301	0.7495	
9951	Otomi	Otomanguean	CITIZEN	jäi dähnini	jäi_dähnini	x ɐ i + d ɐ h n i n i			3300	0.6978	
9952	Otomi	Otomanguean	CITIZEN	mengu dähnini	mengu_dähnini	m e n g u + d ɐ h n i n i			3300	0.7580	
9953	Otomi	Otomanguean	CITIZEN	’bego	’bego	ʔ b e g o			3301	0.6421	
802	Portuguese	Indo-European	CITRUS FRUIT	fruta cítrica	fruta_cítrica	f ɾ u t ɐ + s i t ɾ i k ɐ					
2502	Spanish	Indo-European	CITRUS FRUIT	cítrico	cítrico	s i t ɾ i k o					
4140	Yaqui	Uto-Aztecan	CITRUS FRUIT	sittriko	sittriko	s i t t r i k o	Spanish	cítrico	2502	0.0000	2502
6946	Qeqchi	Mayan	CITRUS FRUIT	lamunx	lamunx	l a m u n ʃ	Spanish	limones	2502	0.8579	
8862	Otomi	Otomanguean	CITRUS FRUIT	‘ñixi	‘ñixi	ˀɲ i x i			2502	0.7321	
8863	Otomi	Otomanguean	CITRUS FRUIT	'ñits'i	'ñits'i	ˀɲ i tsʼ i			2502	0.6081	
8864	Otomi	Otomanguean	CITRUS FRUIT	'ñixt'i	'ñixt'i	ˀɲ i x t̪ʼ i			2502	0.6672	
1522	Portuguese	Indo-European	CLAN	tribo	tribo	t ɾ i b u					
1523	Portuguese	Indo-European	CLAN	clã	clã	k l ɐ̃					
3289	Spanish	Indo-European	CLAN	tribu	tribu	t ɾ i β u					
3290	Spanish	Indo-European	CLAN	clan	clan	k l a n					
4770	Yaqui	Uto-Aztecan	CLAN	triibu	triibu	t r iː b u	Spanish	tribu	3289	0.1000	3289
7778	Qeqchi	Mayan	CLAN	triiw (2)	triiw	t ɾ iː w	Spanish	tribu	3289	0.2062	3289
9940	Otomi	Otomanguean	CLAN	hmunts'u'mui mahä'mu	hmunts'u'mui_mahä'mu	h m u n tsʼ u ˀm u i + m a h ɐ ˀm u			3289	0.8933	
11235	ImbaburaQuechua	Quechuan	CLAN	ayllu (3)	ayllu	a j ʒ u			3289	0.7978	
12457	Wichi	Matacoan	CLAN	wichi lhayis	wichi_lhayis	w i tʃ i + lˠ a j i s			3290	0.8491	
377	Portuguese	Indo-European	CLAW	garra	garra	ɡ a ʁ ɐ					
2073	Spanish	Indo-European	CLAW	garra	garra	g a r a					
3784	Yaqui	Uto-Aztecan	CLAW	sutum	sutum	s u t u m			2073	0.7516	
5200	ZinacantanTzotzil	Mayan	CLAW	7ich’akil	7ich’akil	ʔ i tʃʼ a k i l			2073	0.7566	
6519	Qeqchi	Mayan	CLAW	yax	yax	j a ʃ	Ch’olan	*yax	2073	0.8378	
6520	Qeqchi	Mayan	CLAW	ixi’ij	ixi’ij	i ʃ i ʔ i x			2073	0.8359	
8374	Otomi	Otomanguean	CLAW	xa̲	xa̲	x ɔ			2073	0.6120	
8375	Otomi	Otomanguean	CLAW	nts'ähmi	nts'ähmi	n tsʼ ɐ h m i			2073	0.8615	
10435	ImbaburaQuechua	Quechuan	CLAW	sillu	sillu	s i ʒ u			2073	0.6667	
11616	Wichi	Matacoan	CLAW	tofwefw	tofwefw	t o fʷ e fʷ			2073	0.8088	
12888	Mapudungun	Araucanian	CLAW	wili	wili	w i l i			2073	0.6000	
888	Portuguese	Indo-European	CLAY	barro	barro	b a ʁ u					
889	Portuguese	Indo-European	CLAY	argila	argila	a ʁ ʒ i l ɐ					
2598	Spanish	Indo-European	CLAY	barro	barro	b a r o					
2599	Spanish	Indo-European	CLAY	arcilla	arcilla	a ɾ s i ʝ a					
4209	Yaqui	Uto-Aztecan	CLAY	baabu	baabu	b aː b u			2598	0.3667	
5586	ZinacantanTzotzil	Mayan	CLAY	chablum	chablum	tʃʰ a ɓ l u m			2598	0.7558	
7047	Qeqchi	Mayan	CLAY	seb’	seb’	s e ɓ			2599	0.7527	
9022	Otomi	Otomanguean	CLAY	hai	hai	h a i			2599	0.8064	
10773	ImbaburaQuechua	Quechuan	CLAY	turu (2)	turu	t u ɾ u			2598	0.4000	
11966	Wichi	Matacoan	CLAY	iyhot	iyhot	i j h o t			2599	0.6652	
13247	Mapudungun	Araucanian	CLAY	raq	raq	ɻ a ɣ			2599	0.5846	
1340	Portuguese	Indo-European	CLEAN	limpo	limpo	l ĩ p u					
3081	Spanish	Indo-European	CLEAN	limpio	limpio	l i m p j o					
4612	Yaqui	Uto-Aztecan	CLEAN	kaa jaiti maachi	kaa_jaiti_maachi	k aː + j a i t i + m aː tʃ i			3081	0.9440	
5928	ZinacantanTzotzil	Mayan	CLEAN	sak	sak	s a k			3081	0.9436	
7591	Qeqchi	Mayan	CLEAN	ch'ajmich'aj	ch'ajmich'aj	tʃʼ a x m i tʃʼ a x			3081	0.8033	
9645	Otomi	Otomanguean	CLEAN	xi nt'axki	xi_nt'axki	x i + n t̪ʼ a x k i			3081	0.9505	
9646	Otomi	Otomanguean	CLEAN	xi nt'axi	xi_nt'axi	x i + n t̪ʼ a x i			3081	0.9553	
11093	ImbaburaQuechua	Quechuan	CLEAN	achiklla	achiklla	a tʃ i k ʒ a			3081	0.8769	
12309	Wichi	Matacoan	CLEAN	akojpho	akojpho	a k o x pʰ o			3081	0.6777	
13577	Mapudungun	Araucanian	CLEAN	lif	lif	l i f			3081	0.5128	
1433	Portuguese	Indo-European	CLEAR	claro	claro	k l a ɾ u					
1434	Portuguese	Indo-European	CLEAR	evidente	evidente	i v i d ẽ tʃ i					
3190	Spanish	Indo-European	CLEAR	claro	claro	k l a ɾ o					
3191	Spanish	Indo-European	CLEAR	evidente	evidente	e β i ð e n t e					
4687	Yaqui	Uto-Aztecan	CLEAR	maachi	maachi	m aː tʃ i			3191	0.7017	
7692	Qeqchi	Mayan	CLEAR	tz’aqal re ru	tz’aqal_re_ru	tsʼ a q a l + ɾ e + ɾ u			3190	0.8490	
9778	Otomi	Otomanguean	CLEAR	hats’i	hats’i	h a tsʼ i			3191	0.6675	
9779	Otomi	Otomanguean	CLEAR	hñats'i	hñats'i	h ɲ a tsʼ i			3191	0.6608	
9780	Otomi	Otomanguean	CLEAR	neki	neki	n e k i			3190	0.7923	
9781	Otomi	Otomanguean	CLEAR	maxt'i	maxt'i	m a x t̪ʼ i			3191	0.7146	
11161	ImbaburaQuechua	Quechuan	CLEAR	punchalla	punchalla	p u n dʒ a ʒ a			3191	0.5445	
