ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	BORROWED_SCORE	DONOR_LANGUAGE	DONOR_VALUE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SOURCE_LANGUAGE	SOURCE_ID	DET_STATUS
8400	Otomi	Otomanguean	COURT	ndä ts'ut'ubi	ndä_ts'ut'ubi	n d ɐ + tsʼ u t̪ʼ u b i	0.0			4 1 7 9 1 7 1 7 1 7	ACZ_AXBYBZ	NTE_TYTYPI	3	3.N.C 3.T.C 3.E.V 3._._ 3.T.C 3.Y.V 3.T.C 3.Y.V 3.P.C 3.I.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 1.75 0.8	ndɐ+tsʼut̪ʼubi	0			tn
8401	Otomi	Otomanguean	COURT	tribunäl	tribunäl	t̪ r i b u n ɐ l	1.0	Spanish	tribunal	1 5 7 1 7 4 7 5	ACXBYBYN	TRIPYNEL	3	3.T.C 3.R.C 3.I.V 3.P.C 3.Y.V 3.N.C 3.E.V 3.L.c	2.0 1.5 1.5 1.75 1.3 1.75 1.3 0.8	t̪ribunɐl	0	Spanish	1707	tp
9598	ImbaburaQuechua	Quechuan	COURT	tribunal	tribunal	t ɾ i b u n a l	1.0	Spanish	tribunal	1 5 7 1 7 4 7 5	ACXBYBYN	TRIPYNAL	1	1.T.C 1.R.C 1.I.V 1.P.C 1.Y.V 1.N.C 1.A.V 1.L.c	2.0 1.5 1.5 1.75 1.3 1.75 1.3 0.8	tɾibunal	0	Spanish	1707	tp
10830	Wichi	Matacoan	COURT	tribunales	tribunales	t r i b u n a l e s	1.0	Spanish	tribunales	1 5 7 1 7 4 7 5 7 3	ACXBYBYBYN	TRIPYNALES	6	6.T.C 6.R.C 6.I.V 6.P.C 6.Y.V 6.N.C 6.A.V 6.L.C 6.E.V 6.S.c	2.0 1.5 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	tribunales	0	Spanish	1707	tp
154	Spanish	Indo-European	COUSIN	primo	primo	p ɾ i m o				1 5 7 4 7	ACXBZ	PRIMU	5	5.P.C 5.R.C 5.I.V 5.M.C 5.U.V	2.0 1.5 1.5 1.75 0.8	pɾimo	0			
155	Spanish	Indo-European	COUSIN	prima	prima	p ɾ i m a				1 5 7 4 7	ACXBZ	PRIMA	5	5.P.C 5.R.C 5.I.V 5.M.C 5.A.V	2.0 1.5 1.5 1.75 0.8	pɾima	0			
1910	Yaqui	Uto-Aztecan	COUSIN	ako	ako	a k o	0.0			7 1 7	XBZ	AKU	7	7.A.V 7.K.C 7.U.V	1.5 1.75 0.8	ako	1			tn
3324	ZinacantanTzotzil	Mayan	COUSIN	muk’ta totil	muk’ta_totil	m u kʼ t a + t o t i l	0.0			4 7 1 1 7 9 1 7 1 7 5	AXMBZ_AXBYN	MYKTA_TUTIL	8	8.M.C 8.Y.V 8.K.c 8.T.C 8.A.V 8._._ 8.T.C 8.U.V 8.T.C 8.I.V 8.L.c	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.75 1.3 0.8	mukʼta+totil	1			tn
3325	ZinacantanTzotzil	Mayan	COUSIN	7utz’ 7alalil	7utz’_7alalil	ʔ u tsʼ + ʔ a l a l i l	0.0			1 7 1 9 1 7 5 7 5 7 5	AXN_AXBYBYN	HYT_HALALIL	8	8.H.C 8.Y.V 8.T.c 8._._ 8.H.C 8.A.V 8.L.C 8.A.V 8.L.C 8.I.V 8.L.c	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 1.75 1.3 0.8	ʔutsʼ+ʔalalil	0			tn
3326	ZinacantanTzotzil	Mayan	COUSIN	hun totil	hun_totil	h u n + t o t i l	0.0			3 7 4 9 1 7 1 7 5	AXN_AXBYN	HYN_TUTIL	8	8.H.C 8.Y.V 8.N.c 8._._ 8.T.C 8.U.V 8.T.C 8.I.V 8.L.c	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 0.8	hun+totil	0			tn
3327	ZinacantanTzotzil	Mayan	COUSIN	hun ch’amalil	hun_ch’amalil	h u n + tʃʼ a m a l i l	0.0			3 7 4 9 1 7 4 7 5 7 5	AXN_AXBYBYN	HYN_TAMALIL	8	8.H.C 8.Y.V 8.N.c 8._._ 8.T.C 8.A.V 8.M.C 8.A.V 8.L.C 8.I.V 8.L.c	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 1.75 1.3 0.8	hun+tʃʼamalil	0			tn
3328	ZinacantanTzotzil	Mayan	COUSIN	hun nich’onil	hun_nich’onil	h u n + n i tʃʼ o n i l	0.0			3 7 4 9 4 7 1 7 4 7 5	AXN_AXBYBYN	HYN_NITUNIL	8	8.H.C 8.Y.V 8.N.c 8._._ 8.N.C 8.I.V 8.T.C 8.U.V 8.N.C 8.I.V 8.L.c	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 1.75 1.3 0.8	hun+nitʃʼonil	0			tn
3329	ZinacantanTzotzil	Mayan	COUSIN	hun 7olil	hun_7olil	h u n + ʔ o l i l	0.0			3 7 4 9 1 7 5 7 5	AXN_AXBYN	HYN_HULIL	8	8.H.C 8.Y.V 8.N.c 8._._ 8.H.C 8.U.V 8.L.C 8.I.V 8.L.c	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 0.8	hun+ʔolil	0			tn
4611	Qeqchi	Mayan	COUSIN	as e	as_e	a s + e	0.0			7 3 9 7	XN_X	AS_E	4	4.A.V 4.S.c 4._._ 4.E.V	1.5 0.8 0.0 1.5	as+e	0			tn
6403	Otomi	Otomanguean	COUSIN	ho̲ku	ho̲ku	h ə k u	0.0			3 7 1 7	AXBZ	HEKY	3	3.H.C 3.E.V 3.K.C 3.Y.V	2.0 1.5 1.75 0.8	həku	0			tn
6404	Otomi	Otomanguean	COUSIN	ho̲ida̲	ho̲ida̲	h ə i d ɔ	0.0			3 7 7 1 7	AXYBZ	HEITU	3	3.H.C 3.E.V 3.I.V 3.T.C 3.U.V	2.0 1.5 1.3 1.75 0.8	həidɔ	0			tn
6405	Otomi	Otomanguean	COUSIN	ho̲jujwe̲	ho̲jujwe̲	h ə x u xʷ æ	0.0			3 7 3 7 3 7	AXBYBZ	HEGYGE	3	3.H.C 3.E.V 3.G.C 3.Y.V 3.G.C 3.E.V	2.0 1.5 1.75 1.3 1.75 0.8	həxuxʷæ	0			tn
6406	Otomi	Otomanguean	COUSIN	ho̲jwädä	ho̲jwädä	h ə xʷ ɐ d ɐ	0.0			3 7 3 7 1 7	AXBYBZ	HEGETE	3	3.H.C 3.E.V 3.G.C 3.E.V 3.T.C 3.E.V	2.0 1.5 1.75 1.3 1.75 0.8	həxʷɐdɐ	0			tn
8589	ImbaburaQuechua	Quechuan	COUSIN	primu	primu	p ɾ i m u	1.0	Spanish	primo/prima	1 5 7 4 7	ACXBZ	PRIMY	1	1.P.C 1.R.C 1.I.V 1.M.C 1.Y.V	2.0 1.5 1.5 1.75 0.8	pɾimu	0	Spanish	154	tp
11023	Mapudungun	Araucanian	COUSIN	peñi	peñi	p e ɲ i	0.0			1 7 4 7	AXBZ	PENI	2	2.P.C 2.E.V 2.N.C 2.I.V	2.0 1.5 1.75 0.8	peɲi	1			tn
11024	Mapudungun	Araucanian	COUSIN	lamngen	lamngen	l a m ŋ e n	0.0			5 7 4 4 7 4	AXMBYN	LAMNEN	2	2.L.C 2.A.V 2.M.c 2.N.C 2.E.V 2.N.c	2.0 1.5 1.1 1.75 1.3 0.8	lamŋen	1			tn
11025	Mapudungun	Araucanian	COUSIN	müṉa	müṉa	m ɨ n̪ a	0.0			4 7 4 7	AXBZ	MINA	2	2.M.C 2.I.V 2.N.C 2.A.V	2.0 1.5 1.75 0.8	mɨn̪a	0			tn
1149	Spanish	Indo-European	COVER	cubrir	cubrir	k u β ɾ i ɾ				1 7 3 5 7 5	AXBCYN	KYBRIR	5	5.K.C 5.Y.V 5.B.C 5.R.C 5.I.V 5.R.c	2.0 1.5 1.75 1.5 1.3 0.8	kuβɾiɾ	0			
2709	Yaqui	Uto-Aztecan	COVER	patta	patta	p a t t a	0.0			1 7 1 1 7	AXMBZ	PATTA	7	7.P.C 7.A.V 7.T.c 7.T.C 7.A.V	2.0 1.5 1.1 1.75 0.8	patta	0			tn
2710	Yaqui	Uto-Aztecan	COVER	jinte	jinte	j i n t e	0.0			6 7 4 1 7	AXMBZ	JINTE	7	7.J.C 7.I.V 7.N.c 7.T.C 7.E.V	2.0 1.5 1.1 1.75 0.8	jinte	0			tn
4055	ZinacantanTzotzil	Mayan	COVER	mak	mak	m a k	0.0			4 7 1	AXN	MAK	8	8.M.C 8.A.V 8.K.c	2.0 1.5 0.8	mak	0			tn
5604	Qeqchi	Mayan	COVER	lepok	lepok	l e p o kʰ	0.0			5 7 1 7 1	AXBYN	LEPUK	4	4.L.C 4.E.V 4.P.C 4.U.V 4.K.c	2.0 1.5 1.75 1.3 0.8	lepokʰ	0			tn
7639	Otomi	Otomanguean	COVER	ko'mi	ko'mi	k o ˀm i	0.0			1 7 4 7	AXBZ	KUMI	3	3.K.C 3.U.V 3.M.C 3.I.V	2.0 1.5 1.75 0.8	koˀmi	0			tn
9233	ImbaburaQuechua	Quechuan	COVER	killpana	killpana	k i ʒ p a n a	0.0			1 7 3 1 7 4 7	AXMBYBZ	KISPANA	1	1.K.C 1.I.V 1.S.c 1.P.C 1.A.V 1.N.C 1.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	kiʒpana	0			tn
10448	Wichi	Matacoan	COVER	hipupe’	hipupe’	h i p u p e ʔ	0.0			3 7 1 7 1 7 1	AXBYBYN	HIPYPEH	6	6.H.C 6.I.V 6.P.C 6.Y.V 6.P.C 6.E.V 6.H.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	hipupeʔ	0			tn
11717	Mapudungun	Araucanian	COVER	takun	takun	t a k u n	0.0			1 7 1 7 4	AXBYN	TAKYN	2	2.T.C 2.A.V 2.K.C 2.Y.V 2.N.c	2.0 1.5 1.75 1.3 0.8	takun	0			tn
208	Spanish	Indo-European	COW	vaca	vaca	b a k a				1 7 1 7	AXBZ	PAKA	5	5.P.C 5.A.V 5.K.C 5.A.V	2.0 1.5 1.75 0.8	baka	0			
1948	Yaqui	Uto-Aztecan	COW	waakas	waakas	w aː k a s	1.0	Spanish	vacas	6 7 1 7 3	AXBYN	WAKAS	7	7.W.C 7.A.V 7.K.C 7.A.V 7.S.c	2.0 1.5 1.75 1.3 0.8	waːkas	0	Spanish	208	tp
3362	ZinacantanTzotzil	Mayan	COW	vaca	vaca	v a c a	1.0	Spanish	vaca	3 7 1 7	AXBZ	BACA	8	8.B.C 8.A.V 8.C.C 8.A.V	2.0 1.5 1.75 0.8	vaca	0	Spanish	208	tp
3363	ZinacantanTzotzil	Mayan	COW	me7 baka	me7_baka	m e ʔ + ɓ a k a	0.0			4 7 1 9 1 7 1 7	AXN_AXBZ	MEH_PAKA	8	8.M.C 8.E.V 8.H.c 8._._ 8.P.C 8.A.V 8.K.C 8.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	meʔ+ɓaka	0	Spanish	208	fp
3364	ZinacantanTzotzil	Mayan	COW	vacash	vacash	v a c a sʰ	1.0	Spanish	vaca	3 7 1 7 3	AXBYN	BACAS	8	8.B.C 8.A.V 8.C.C 8.A.V 8.S.c	2.0 1.5 1.75 1.3 0.8	vacasʰ	0			fn
4656	Qeqchi	Mayan	COW	b’aak	b’aak	ɓ aː kʰ	1.0	Spanish	vaca	1 7 1	AXN	PAK	4	4.P.C 4.A.V 4.K.c	2.0 1.5 0.8	ɓaːkʰ	0			fn
6490	Otomi	Otomanguean	COW	baga	baga	b a g a	1.0	Spanish	vaca	1 7 1 7	AXBZ	PAKA	3	3.P.C 3.A.V 3.K.C 3.A.V	2.0 1.5 1.75 0.8	baga	0	Spanish	208	tp
8625	ImbaburaQuechua	Quechuan	COW	baka	baka	b a k a	1.0	Spanish	vaca	1 7 1 7	AXBZ	PAKA	1	1.P.C 1.A.V 1.K.C 1.A.V	2.0 1.5 1.75 0.8	baka	0	Spanish	208	tp
9775	Wichi	Matacoan	COW	tulu atsinha	tulu_atsinha	t u l u + a ts i n̥ a	1.0	Spanish	toro	1 7 5 7 9 7 2 7 4 7	AXBZ_XBYBZ	TYLY_ACINA	6	6.T.C 6.Y.V 6.L.C 6.Y.V 6._._ 6.A.V 6.C.C 6.I.V 6.N.C 6.A.V	2.0 1.5 1.75 0.8 0.0 1.5 1.75 1.3 1.75 0.8	tulu+atsin̥a	0			fn
11067	Mapudungun	Araucanian	COW	waka	waka	w a k a	1.0	Spanish	vaca	6 7 1 7	AXBZ	WAKA	2	2.W.C 2.A.V 2.K.C 2.A.V	2.0 1.5 1.75 0.8	waka	0	Spanish	208	tp
970	Spanish	Indo-European	CRAWL OR CREEP	gatear	gatear	g a t e a ɾ				1 7 1 7 7 5	AXBYYN	KATEAR	5	5.K.C 5.A.V 5.T.C 5.E.V 5.A.V 5.R.c	2.0 1.5 1.75 1.3 1.3 0.8	gateaɾ	0			
2567	Yaqui	Uto-Aztecan	CRAWL OR CREEP	waka’ate	waka’ate	w a k a ʔ a t e	0.0			6 7 1 7 1 7 1 7	AXBYBYBZ	WAKAHATE	7	7.W.C 7.A.V 7.K.C 7.A.V 7.H.C 7.A.V 7.T.C 7.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	wakaʔate	0			tn
5427	Qeqchi	Mayan	CRAWL OR CREEP	k'achiik	k'achiik	k ʔ a tʃ iː kʰ	0.0			1 1 7 1 7 1	ACYBYN	KHATIK	4	4.K.C 4.H.C 4.A.V 4.T.C 4.I.V 4.K.c	2.0 1.5 1.3 1.75 1.3 0.8	kʔatʃiːkʰ	0			tn
7415	Otomi	Otomanguean	CRAWL OR CREEP	'ñani	'ñani	ˀɲ a n i	0.0			4 7 4 7	AXBZ	NANI	3	3.N.C 3.A.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	ˀɲani	0			tn
9122	ImbaburaQuechua	Quechuan	CRAWL OR CREEP	llukana	llukana	ʒ u k a n a	0.0			3 7 1 7 4 7	AXBYBZ	SYKANA	1	1.S.C 1.Y.V 1.K.C 1.A.V 1.N.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ʒukana	0			tn
10315	Wichi	Matacoan	CRAWL OR CREEP	takuslhi	takuslhi	t a k u s lˠ i	0.0			1 7 1 7 3 5 7	AXBYBCZ	TAKYSLI	6	6.T.C 6.A.V 6.K.C 6.Y.V 6.S.C 6.L.C 6.I.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	takuslˠi	0			tn
11598	Mapudungun	Araucanian	CRAWL OR CREEP	winolün	winolün	w i n o l ɨ n	0.0			6 7 4 7 5 7 4	AXBYBYN	WINULIN	2	2.W.C 2.I.V 2.N.C 2.U.V 2.L.C 2.I.V 2.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	winolɨn	0			tn
317	Spanish	Indo-European	CROCODILE	cocodrilo	cocodrilo	k o k o ð ɾ i l o				1 7 1 7 3 5 7 5 7	AXBYBCYBZ	KUKUDRILU	5	5.K.C 5.U.V 5.K.C 5.U.V 5.D.C 5.R.C 5.I.V 5.L.C 5.U.V	2.0 1.5 1.75 1.3 1.75 1.5 1.3 1.75 0.8	kokoðɾilo	0			
318	Spanish	Indo-European	CROCODILE	caimán	caimán	k a i m a n				1 7 7 4 7 4	AXYBYN	KAIMAN	5	5.K.C 5.A.V 5.I.V 5.M.C 5.A.V 5.N.c	2.0 1.5 1.3 1.75 1.3 0.8	kaiman	0			
2036	Yaqui	Uto-Aztecan	CROCODILE	kama (1)	kama	k a m a	1.0	Taino		1 7 4 7	AXBZ	KAMA	7	7.K.C 7.A.V 7.M.C 7.A.V	2.0 1.5 1.75 0.8	kama	0	Spanish	318	fp
3447	ZinacantanTzotzil	Mayan	CROCODILE	lagarto	lagarto	l a g a ɾ t o	1.0	Spanish	lagarto	5 7 1 7 5 1 7	AXBYMBZ	LAKARTU	8	8.L.C 8.A.V 8.K.C 8.A.V 8.R.c 8.T.C 8.U.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	lagaɾto	0			fn
4768	Qeqchi	Mayan	CROCODILE	ayin	ayin	a j i n	0.0			7 6 7 4	XBYN	AJIN	4	4.A.V 4.J.C 4.I.V 4.N.c	1.5 1.75 1.3 0.8	ajin	0			tn
6621	Otomi	Otomanguean	CROCODILE	kokodrilo	kokodrilo	k o k o d r i l o	1.0	Spanish	cocodrilo	1 7 1 7 1 5 7 5 7	AXBYBCYBZ	KUKUTRILU	3	3.K.C 3.U.V 3.K.C 3.U.V 3.T.C 3.R.C 3.I.V 3.L.C 3.U.V	2.0 1.5 1.75 1.3 1.75 1.5 1.3 1.75 0.8	kokodrilo	0	Spanish	317	tp
8694	ImbaburaQuechua	Quechuan	CROCODILE	kukudrilu	kukudrilu	k u k u d ɾ i l u	1.0	Spanish	cocodrilo	1 7 1 7 1 5 7 5 7	AXBYBCYBZ	KYKYTRILY	1	1.K.C 1.Y.V 1.K.C 1.Y.V 1.T.C 1.R.C 1.I.V 1.L.C 1.Y.V	2.0 1.5 1.75 1.3 1.75 1.5 1.3 1.75 0.8	kukudɾilu	0	Spanish	317	tp
9873	Wichi	Matacoan	CROCODILE	alhetaj (1)	alhetaj	a lˠ e t a x	0.0			7 5 7 1 7 3	XBYBYN	ALETAG	6	6.A.V 6.L.C 6.E.V 6.T.C 6.A.V 6.G.c	1.5 1.75 1.3 1.75 1.3 0.8	alˠetax	0			tn
1199	Spanish	Indo-European	CROOKED	torcido	torcido	t o ɾ s i ð o				1 7 5 3 7 3 7	AXMBYBZ	TURSIDU	5	5.T.C 5.U.V 5.R.c 5.S.C 5.I.V 5.D.C 5.U.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	toɾsiðo	0			
2749	Yaqui	Uto-Aztecan	CROOKED	tottia	tottia	t o t t i a	0.0			1 7 1 1 7 7	AXMBYZ	TUTTIA	7	7.T.C 7.U.V 7.T.c 7.T.C 7.I.V 7.A.V	2.0 1.5 1.1 1.75 1.3 0.8	tottia	0			tn
4098	ZinacantanTzotzil	Mayan	CROOKED	lukluk	lukluk	l u k l u k	0.0			5 7 1 5 7 1	AXBCYN	LYKLYK	8	8.L.C 8.Y.V 8.K.C 8.L.C 8.Y.V 8.K.c	2.0 1.5 1.75 1.5 1.3 0.8	lukluk	0			tn
5674	Qeqchi	Mayan	CROOKED	k'onk'o	k'onk'o	k ʔ o n kʼ o	0.75	Ch’olan	k’on...	1 1 7 4 1 7	ACYMBZ	KHUNKU	4	4.K.C 4.H.C 4.U.V 4.N.c 4.K.C 4.U.V	2.0 1.5 1.3 1.1 1.75 0.8	kʔonkʼo	0			tn
5675	Qeqchi	Mayan	CROOKED	jech'	jech'	x e tʃʼ	0.0			3 7 1	AXN	GET	4	4.G.C 4.E.V 4.T.c	2.0 1.5 0.8	xetʃʼ	0			tn
5676	Qeqchi	Mayan	CROOKED	yokos	yokos	j o k o s	0.0			6 7 1 7 3	AXBYN	JUKUS	4	4.J.C 4.U.V 4.K.C 4.U.V 4.S.c	2.0 1.5 1.75 1.3 0.8	jokos	0			tn
5677	Qeqchi	Mayan	CROOKED	b'ech'	b'ech'	ɓ e tʃʼ	0.75	Ch’olan	*b’ech’	1 7 1	AXN	PET	4	4.P.C 4.E.V 4.T.c	2.0 1.5 0.8	ɓetʃʼ	0			tn
5678	Qeqchi	Mayan	CROOKED	b'ach'b'o	b'ach'b'o	ɓ a tʃʼ ɓ o	0.0			1 7 1 1 7	AXMBZ	PATPU	4	4.P.C 4.A.V 4.T.c 4.P.C 4.U.V	2.0 1.5 1.1 1.75 0.8	ɓatʃʼɓo	0			tn
5679	Qeqchi	Mayan	CROOKED	liq'lo	liq'lo	l i qʼ l o	0.0			5 7 1 5 7	AXBCZ	LIKLU	4	4.L.C 4.I.V 4.K.C 4.L.C 4.U.V	2.0 1.5 1.75 1.5 0.8	liqʼlo	0			tn
5680	Qeqchi	Mayan	CROOKED	siq'il	siq'il	s i qʼ i l	0.0			3 7 1 7 5	AXBYN	SIKIL	4	4.S.C 4.I.V 4.K.C 4.I.V 4.L.c	2.0 1.5 1.75 1.3 0.8	siqʼil	0			tn
5681	Qeqchi	Mayan	CROOKED	rok'ox	rok'ox	r o kʼ o ʃ	0.0			5 7 1 7 3	AXBYN	RUKUS	4	4.R.C 4.U.V 4.K.C 4.U.V 4.S.c	2.0 1.5 1.75 1.3 0.8	rokʼoʃ	0			tn
7699	Otomi	Otomanguean	CROOKED	‘ba̲t'i	‘ba̲t'i	ˀb ɔ t̪ʼ i	0.0			1 7 1 7	AXBZ	PUTI	3	3.P.C 3.U.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	ˀbɔt̪ʼi	1			tn
7700	Otomi	Otomanguean	CROOKED	nkäxi	nkäxi	n k ɐ x i	0.0			4 1 7 3 7	ACYBZ	NKEGI	3	3.N.C 3.K.C 3.E.V 3.G.C 3.I.V	2.0 1.5 1.3 1.75 0.8	nkɐxi	0			tn
7701	Otomi	Otomanguean	CROOKED	mpa̲ni	mpa̲ni	m p ɔ n i	0.0			4 1 7 4 7	ACYBZ	MPUNI	3	3.M.C 3.P.C 3.U.V 3.N.C 3.I.V	2.0 1.5 1.3 1.75 0.8	mpɔni	0			tn
9267	ImbaburaQuechua	Quechuan	CROOKED	kingu	kingu	k i ŋ g u	0.0			1 7 4 1 7	AXMBZ	KINKY	1	1.K.C 1.I.V 1.N.c 1.K.C 1.Y.V	2.0 1.5 1.1 1.75 0.8	kiŋgu	0			tn
10485	Wichi	Matacoan	CROOKED	tats’efwihu	tats’efwihu	t a ts ʔ e fʷ i h u	0.0			1 7 2 1 7 3 7 3 7	AXMBYBYBZ	TACHEBIHY	6	6.T.C 6.A.V 6.C.c 6.H.C 6.E.V 6.B.C 6.I.V 6.H.C 6.Y.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 0.8	tatsʔefʷihu	0			tn
11752	Mapudungun	Araucanian	CROOKED	trümpew	trümpew	ʈʂ ɨ m p e w	0.0			2 7 4 1 7 6	AXMBYN	CIMPEW	2	2.C.C 2.I.V 2.M.c 2.P.C 2.E.V 2.W.c	2.0 1.5 1.1 1.75 1.3 0.8	ʈʂɨmpew	0			tn
11753	Mapudungun	Araucanian	CROOKED	wüchün	wüchün	w ɨ tʃ ɨ n	0.0			6 7 1 7 4	AXBYN	WITIN	2	2.W.C 2.I.V 2.T.C 2.I.V 2.N.c	2.0 1.5 1.75 1.3 0.8	wɨtʃɨn	0			tn
1203	Spanish	Indo-European	CROSS	cruz	cruz	k ɾ u s				1 5 7 3	ACXN	KRYS	5	5.K.C 5.R.C 5.Y.V 5.S.c	2.0 1.5 1.5 0.8	kɾus	0			
2753	Yaqui	Uto-Aztecan	CROSS	kuus ~ kurus	kuus	k uː s	1.0	Spanish	cruz	1 7 3	AXN	KYS	7	7.K.C 7.Y.V 7.S.c	2.0 1.5 0.8	kuːs	0	Spanish	1203	tp
4102	ZinacantanTzotzil	Mayan	CROSS	krus	krus	k ɾ u s	1.0	Spanish	cruz	1 5 7 3	ACXN	KRYS	8	8.K.C 8.R.C 8.Y.V 8.S.c	2.0 1.5 1.5 0.8	kɾus	0	Spanish	1203	tp
5685	Qeqchi	Mayan	CROSS	krus, kurus	krus	k ɾ u s	1.0	Spanish	cruz	1 5 7 3	ACXN	KRYS	4	4.K.C 4.R.C 4.Y.V 4.S.c	2.0 1.5 1.5 0.8	kɾus	0	Spanish	1203	tp
7704	Otomi	Otomanguean	CROSS	pont'i	pont'i	p o n t̪ʼ i	0.0			1 7 4 1 7	AXMBZ	PUNTI	3	3.P.C 3.U.V 3.N.c 3.T.C 3.I.V	2.0 1.5 1.1 1.75 0.8	pont̪ʼi	0			tn
7705	Otomi	Otomanguean	CROSS	pont'u̲zaa	pont'u̲zaa	p o n t̪ʼ u z aː	0.0			1 7 4 1 7 3 7	AXMBYBZ	PUNTYSA	3	3.P.C 3.U.V 3.N.c 3.T.C 3.Y.V 3.S.C 3.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	pont̪ʼuzaː	0			tn
9270	ImbaburaQuechua	Quechuan	CROSS	krus	krus	k ɾ u s	1.0	Spanish	cruz	1 5 7 3	ACXN	KRYS	1	1.K.C 1.R.C 1.Y.V 1.S.c	2.0 1.5 1.5 0.8	kɾus	0	Spanish	1203	tp
10488	Wichi	Matacoan	CROSS	klus	klus	k l u s	1.0	Spanish	cruz	1 5 7 3	ACXN	KLYS	6	6.K.C 6.L.C 6.Y.V 6.S.c	2.0 1.5 1.5 0.8	klus	0	Spanish	1203	tp
11756	Mapudungun	Araucanian	CROSS	kürus	kürus	k ɨ ɻ u s	1.0	Spanish	cruz	1 7 5 7 3	AXBYN	KIRYS	2	2.K.C 2.I.V 2.R.C 2.Y.V 2.S.c	2.0 1.5 1.75 1.3 0.8	kɨɻus	0	Spanish	1203	tp
972	Spanish	Indo-European	CROUCH	agacharse	agacharse	a ɣ a tʃ a ɾ s e				7 3 7 1 7 5 3 7	XBYBYMBZ	AGATARSE	5	5.A.V 5.G.C 5.A.V 5.T.C 5.A.V 5.R.c 5.S.C 5.E.V	1.5 1.75 1.3 1.75 1.3 1.1 1.75 0.8	aɣatʃaɾse	0			
973	Spanish	Indo-European	CROUCH	ponerse en cuclillas	ponerse_en_cuclillas	p o n ɛ ɾ s ɛ + e n + k u k l i ʝ a s				1 7 4 7 5 3 7 9 7 4 9 1 7 1 5 7 3 7 3	AXBYMBZ_XN_AXBCYBYN	PUNERSE_EN_KYKLISAS	5	5.P.C 5.U.V 5.N.C 5.E.V 5.R.c 5.S.C 5.E.V 5._._ 5.E.V 5.N.c 5._._ 5.K.C 5.Y.V 5.K.C 5.L.C 5.I.V 5.S.C 5.A.V 5.S.c	2.0 1.5 1.75 1.3 1.1 1.75 0.8 0.0 1.5 0.8 0.0 2.0 1.5 1.75 1.5 1.3 1.75 1.3 0.8	ponɛɾsɛ+en+kukliʝas	0			
2570	Yaqui	Uto-Aztecan	CROUCH	po’okte	po’okte	p o ʔ o k t e	0.0			1 7 1 7 1 1 7	AXBYMBZ	PUHUKTE	7	7.P.C 7.U.V 7.H.C 7.U.V 7.K.c 7.T.C 7.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	poʔokte	0			tn
3943	ZinacantanTzotzil	Mayan	CROUCH	tzuban ba	tzuban_ba	tsʰ u ɓ a n + ɓ a	0.0			2 7 1 7 4 9 1 7	AXBYN_AX	CYPAN_PA	8	8.C.C 8.Y.V 8.P.C 8.A.V 8.N.c 8._._ 8.P.C 8.A.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5	tsʰuɓan+ɓa	0			tn
5429	Qeqchi	Mayan	CROUCH	chok'laak	chok'laak	tʃ o kʼ l aː kʰ	0.0			1 7 1 5 7 1	AXBCYN	TUKLAK	4	4.T.C 4.U.V 4.K.C 4.L.C 4.A.V 4.K.c	2.0 1.5 1.75 1.5 1.3 0.8	tʃokʼlaːkʰ	0			tn
7417	Otomi	Otomanguean	CROUCH	yuki	yuki	j u k i	0.0			6 7 1 7	AXBZ	JYKI	3	3.J.C 3.Y.V 3.K.C 3.I.V	2.0 1.5 1.75 0.8	juki	1			tn
7418	Otomi	Otomanguean	CROUCH	'ñani	'ñani	ˀɲ a n i	0.0			4 7 4 7	AXBZ	NANI	3	3.N.C 3.A.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	ˀɲani	1			tn
