ID	DOCULECT	FAMILY	CONCEPT_NAME	CONCEPT	VALUE	FORM	TOKENS	BORROWED	BORROWED_SCORE	DONOR_LANGUAGE	DONOR_VALUE	AUTOCOGID	AUTOBORID
12246	Wichi	Matacoan	clock	CLOCK	tokwe’fwat	tokwe’fwat	t o kʷ e ʔ fʷ a t	False	0.0			3437	0
13524	Mapudungun	Araucanian	clock	CLOCK	relo	relo	ɻ e l o	True	1.0	Spanish	reloj	186	155
607	Portuguese	Indo-European	cloth	CLOTH	tecido	tecido	t e s i d u					1626	0
608	Portuguese	Indo-European	cloth	CLOTH	pano	pano	p ɐ n u					1628	157
2299	Spanish	Indo-European	cloth	CLOTH	tela	tela	t e l a					1627	158
3981	Yaqui	Uto-Aztecan	cloth	CLOTH	teela	teela	t eː l a	True	1.0	Spanish	tela	10745	158
6764	Qeqchi	Mayan	cloth	CLOTH	t’ikr	t’ikr	tʼ i k r	False	0.0			5163	0
8633	Otomi	Otomanguean	cloth	CLOTH	'bitu	'bitu	ˀb i t̪ u	False	0.0			7773	156
10595	ImbaburaQuechua	Quechuan	cloth	CLOTH	facha	facha	ɸ a tʃ a	False	0.0			9549	156
11780	Wichi	Matacoan	cloth	CLOTH	sak’al	sak’al	s a k ʔ a l	False	0.0			3727	0
13055	Mapudungun	Araucanian	cloth	CLOTH	pañu	pañu	p a ɲ u	True	1.0	Spanish	paño	187	157
605	Portuguese	Indo-European	clothes	CLOTHES	roupa	roupa	ʁ o p ɐ					1629	0
2297	Spanish	Indo-European	clothes	CLOTHES	ropa	ropa	r o p a					1564	0
3979	Yaqui	Uto-Aztecan	clothes	CLOTHES	tajo’ori	tajo’ori	t a j o ʔ o r i	False	0.0			10746	0
5397	ZinacantanTzotzil	Mayan	clothes	CLOTHES	k’u7il	k’u7il	kʼ u ʔ i l	False	0.0			5165	0
5398	ZinacantanTzotzil	Mayan	clothes	CLOTHES	pok’	pok’	pʰ o kʼ	False	0.0			5166	0
6762	Qeqchi	Mayan	clothes	CLOTHES	tiqb'al	tiqb'al	t i q ɓ a l	False	0.0			5164	0
8630	Otomi	Otomanguean	clothes	CLOTHES	'bitu	'bitu	ˀb i t̪ u	False	0.0			7774	0
10594	ImbaburaQuechua	Quechuan	clothes	CLOTHES	churajuna (2)	churajuna	tʃ u ɾ a x u n a	False	0.0			9550	0
11778	Wichi	Matacoan	clothes	CLOTHES	tow’ey	tow’ey	t o w ʔ e j	False	0.0			3728	0
13054	Mapudungun	Araucanian	clothes	CLOTHES	takuluwün	takuluwün	t a k u l u w ɨ n	False	0.0			188	0
78	Portuguese	Indo-European	cloud	CLOUD	nuvem	nuvem	n u v ẽĩ					1630	0
1759	Spanish	Indo-European	cloud	CLOUD	nube	nube	n u β e					1565	0
3509	Yaqui	Uto-Aztecan	cloud	CLOUD	naamu	naamu	n aː m u	False	0.0			10747	0
4946	ZinacantanTzotzil	Mayan	cloud	CLOUD	tok	tok	t o k	False	0.0			5167	0
6212	Qeqchi	Mayan	cloud	CLOUD	choq	choq	tʃ o qʰ	False	0.5	Greater Tzeltalan	*tyoq	4849	0
7995	Otomi	Otomanguean	cloud	CLOUD	gui	gui	g u i	False	0.0			7775	0
10211	ImbaburaQuechua	Quechuan	cloud	CLOUD	fuyu	fuyu	ɸ u j u	True	1.0	Cuzco Quechua	p’uyu	9551	0
11369	Wichi	Matacoan	cloud	CLOUD	pele	pele	p e l e	False	0.0			3729	0
12608	Mapudungun	Araucanian	cloud	CLOUD	tromü	tromü	ʈʂ o m ɨ	False	0.0			189	0
1574	Portuguese	Indo-European	club	CLUB	porrete	porrete	p o ʁ ɛ tʃ i					1631	159
1575	Portuguese	Indo-European	club	CLUB	cacete	cacete	k a s ɛ tʃ i					1633	159
3343	Spanish	Indo-European	club	CLUB	macana	macana	m a k a n a					1632	160
3344	Spanish	Indo-European	club	CLUB	garrote	garrote	g a r o t e					1567	159
4804	Yaqui	Uto-Aztecan	club	CLUB	kuta	kuta	k u t a	False	0.0			10748	159
10009	Otomi	Otomanguean	club	CLUB	mäkänä	mäkänä	m ɐ k ɐ n ɐ	False	0.0			7776	160
10010	Otomi	Otomanguean	club	CLUB	zaa 'mat'i	zaa_'mat'i	z aː + ˀm a t̪ʼ i	False	0.0			7777	0
10011	Otomi	Otomanguean	club	CLUB	däkuzaa	däkuzaa	d ɐ k u z aː	False	0.0			7778	0
11262	ImbaburaQuechua	Quechuan	club	CLUB	kaspi	kaspi	k a s p i	False	0.0			9552	0
12486	Wichi	Matacoan	club	CLUB	tot’ajnhat	tot’ajnhat	t o t ʔ a x n̥ a t	False	0.0			3730	0
12487	Wichi	Matacoan	club	CLUB	lach’e	lach’e	l a tʃ ʔ e	False	0.0			3731	0
13741	Mapudungun	Araucanian	club	CLUB	karoti	karoti	k a ɻ o t i	True	1.0	Spanish	garrote	190	159
632	Portuguese	Indo-European	coat	COAT	casaco	casaco	k a z a k u					1634	0
2322	Spanish	Indo-European	coat	COAT	abrigo	abrigo	a β ɾ i ɣ o					1635	161
2323	Spanish	Indo-European	coat	COAT	saco	saco	s a k o					1569	162
4004	Yaqui	Uto-Aztecan	coat	COAT	suka supem	suka_supem	s u k a + s u p e m	False	0.0			10749	0
4005	Yaqui	Uto-Aztecan	coat	COAT	saakom	saakom	s aː k o m	True	1.0	Spanish	saco	10750	162
6786	Qeqchi	Mayan	coat	COAT	koton	koton	k o t o n	True	1.0	Spanish	cotón	5168	0
8661	Otomi	Otomanguean	coat	COAT	däx’yo	däx’yo	d ɐ x ʔ j o	False	0.0			7779	0
8662	Otomi	Otomanguean	coat	COAT	thoxo	thoxo	θ o x o	False	0.0			7780	162
10613	ImbaburaQuechua	Quechuan	coat	COAT	shwiter	shwiter	ʃ w i t e ɾ	True	1.0	Spanish	suéter	9553	0
11797	Wichi	Matacoan	coat	COAT	fwiy’etcha	fwiy’etcha	fʷ i j ʔ e t tʃ a	False	0.0			3732	0
13073	Mapudungun	Araucanian	coat	COAT	abrigo	abrigo	a b ɻ i ɰ o	True	1.0	Spanish	abrigo	191	161
284	Portuguese	Indo-European	cockroach	COCKROACH	barata	barata	b a ɾ a t ɐ					1636	163
1979	Spanish	Indo-European	cockroach	COCKROACH	cucaracha	cucaracha	k u k a ɾ a tʃ a					1571	164
3695	Yaqui	Uto-Aztecan	cockroach	COCKROACH	kuka	kuka	k u k a	True	1.0	Spanish	cucaracha	10751	164
5104	ZinacantanTzotzil	Mayan	cockroach	COCKROACH	mako7	mako7	m a k o ʔ	False	0.0			5170	0
6413	Qeqchi	Mayan	cockroach	COCKROACH	paachach	paachach	p aː tʃ a tʃ	False	0.75	Ch’orti’	pachajk	5169	163
8276	Otomi	Otomanguean	cockroach	COCKROACH	zu'we ts'othe	zu'we_ts'othe	z u ˀw e + tsʼ o θ e	False	0.0			7781	0
11523	Wichi	Matacoan	cockroach	COCKROACH	nafwuluj	nafwuluj	n a fʷ u l u x	False	0.0			3733	0
801	Portuguese	Indo-European	coconut	COCONUT	coco	coco	k ɔ k u					1637	165
2501	Spanish	Indo-European	coconut	COCONUT	coco	coco	k o k o					1572	165
4139	Yaqui	Uto-Aztecan	coconut	COCONUT	kooko	kooko	k oː k o	True	1.0	Spanish	coco	10752	165
5521	ZinacantanTzotzil	Mayan	coconut	COCONUT	koko	koko	k o k o	True	1.0	Spanish	coco	5171	165
6945	Qeqchi	Mayan	coconut	COCONUT	kook	kook	k oː kʰ	True	1.0	Spanish	coco	4853	165
8861	Otomi	Otomanguean	coconut	COCONUT	koko	koko	k o k o	True	1.0	Spanish	coco	7782	165
10716	ImbaburaQuechua	Quechuan	coconut	COCONUT	koku	koku	k o k u	True	1.0	Spanish	coco	9554	165
1038	Portuguese	Indo-European	coin	COIN	moeda	moeda	m o ɛ d ɐ					1638	0
2759	Spanish	Indo-European	coin	COIN	moneda	moneda	m o n e ð a					1573	167
4338	Yaqui	Uto-Aztecan	coin	COIN	tomi	tomi	t o m i	True	1.0	Arabic (Hispanic)	túmn	10753	0
5691	ZinacantanTzotzil	Mayan	coin	COIN	`antivo tak'in	`antivo_tak'in	ʔ a n t i v o + t a k ʔ i n	False	0.0	Spanish	antiguo	5173	0
7215	Qeqchi	Mayan	coin	COIN	kok' tumin	kok'_tumin	k o kʼ + t u m i n	False	0.0			5172	0
9233	Otomi	Otomanguean	coin	COIN	bojä (1)	bojä	b o x ɐ	False	0.0			7783	166
9234	Otomi	Otomanguean	coin	COIN	bojä bojä	bojä_bojä	b o x ɐ + b o x ɐ	False	0.0			7325	0
10868	ImbaburaQuechua	Quechuan	coin	COIN	kulki	kulki	k u l k i	False	0.0			9555	0
12074	Wichi	Matacoan	coin	COIN	munelu	munelu	m u n e l u	True	1.0	Spanish	moneda	3734	167
13347	Mapudungun	Araucanian	coin	COIN	peso	peso	p e s o	True	1.0	Spanish	peso	192	166
13348	Mapudungun	Araucanian	coin	COIN	chawcha	chawcha	tʃ a w tʃ a	True	1.0	Quechua	chawcha	193	0
1339	Portuguese	Indo-European	cold	COLD	frio	frio	f ɾ j ɔ					1639	0
3080	Spanish	Indo-European	cold	COLD	frío	frío	f ɾ i o					1574	0
4611	Yaqui	Uto-Aztecan	cold	COLD	sebe	sebe	s e b e	False	0.0			10754	0
5927	ZinacantanTzotzil	Mayan	cold	COLD	sik	sik	s i k	False	0.0			5175	0
7590	Qeqchi	Mayan	cold	COLD	ke	ke	k e	False	0.0			5174	0
9644	Otomi	Otomanguean	cold	COLD	xi ntse̲	xi_ntse̲	x i + n ts æ	False	0.0			7784	0
11092	ImbaburaQuechua	Quechuan	cold	COLD	chiri	chiri	tʃ i ɾ i	False	0.0			9556	0
12306	Wichi	Matacoan	cold	COLD	nitechojche	nitechojche	n i t e tʃ o x tʃ e	False	0.0			3735	0
12307	Wichi	Matacoan	cold	COLD	nitechojhi	nitechojhi	n i t e tʃ o xʰ i	False	0.0			3446	0
12308	Wichi	Matacoan	cold	COLD	nitechojlhi	nitechojlhi	n i t e tʃ o x lˠ i	False	0.0			3446	0
13575	Mapudungun	Araucanian	cold	COLD	wütre	wütre	w ɨ ʈʂ e	False	0.0			194	0
13576	Mapudungun	Araucanian	cold	COLD	fürkü	fürkü	f ɨ ɻ k ɨ	False	0.0			195	0
634	Portuguese	Indo-European	collar	COLLAR	colarinho	colarinho	k o l a ɾ i ɲ u					1640	0
2325	Spanish	Indo-European	collar	COLLAR	cuello	cuello	k w e ʝ o					1641	168
4007	Yaqui	Uto-Aztecan	collar	COLLAR	kutana	kutana	k u t a n a	False	0.0			10755	0
4008	Yaqui	Uto-Aztecan	collar	COLLAR	kueyo	kueyo	k u e j o	True	1.0	Spanish	cuello	10756	0
5420	ZinacantanTzotzil	Mayan	collar	COLLAR	nuk’il	nuk’il	n u kʼ i l	False	0.0			5177	0
6788	Qeqchi	Mayan	collar	COLLAR	kux aaq’	kux_aaq’	k u ʃ + aː qʼ	False	0.0			5176	0
6789	Qeqchi	Mayan	collar	COLLAR	q’ol	q’ol	q ʔ o l	False	0.0			4858	0
8665	Otomi	Otomanguean	collar	COLLAR	'yu̲ga̲	'yu̲ga̲	ˀj u g ɔ	False	0.0			7785	0
10615	ImbaburaQuechua	Quechuan	collar	COLLAR	walka	walka	w a l k a	False	0.0			9557	0
11799	Wichi	Matacoan	collar	COLLAR	tolhamis	tolhamis	t o lˠ a m i s	False	0.0			3736	0
13075	Mapudungun	Araucanian	collar	COLLAR	kwellu	kwellu	k w e ʎ u	True	1.0	Spanish	cuello	196	168
366	Portuguese	Indo-European	collarbone	COLLARBONE	clavícula	clavícula	k l a v i k u l ɐ					1642	0
2062	Spanish	Indo-European	collarbone	COLLARBONE	clavícula	clavícula	k l a β i k u l a					1577	0
3773	Yaqui	Uto-Aztecan	collarbone	COLLARBONE	tau ota	tau_ota	t a u + o t a	False	0.0			10757	0
5187	ZinacantanTzotzil	Mayan	collarbone	COLLARBONE	7ual bakel	7ual_bakel	ʔ u a l + ɓ a k e l	False	0.0			5178	0
8363	Otomi	Otomanguean	collarbone	COLLARBONE	ndo'yo tiñä	ndo'yo_tiñä	n d o ˀj o + t̪ i ɲ ɐ	False	0.0			7786	0
10426	ImbaburaQuechua	Quechuan	collarbone	COLLARBONE	pillischaka	pillischaka	p i ʒ i s tʃ a k a	False	0.0			9558	0
11606	Wichi	Matacoan	collarbone	COLLARBONE	towhulh	towhulh	t o w̥ u l̥	False	0.0			3737	0
1308	Portuguese	Indo-European	color	COLOR	cor	cor	k ɔ ʁ					1643	169
3049	Spanish	Indo-European	color	COLOR	color	color	k o l o ɾ					1578	169
4586	Yaqui	Uto-Aztecan	color	COLOR	jiyoki	jiyoki	j i j o k i	False	0.0			10758	0
4587	Yaqui	Uto-Aztecan	color	COLOR	yokia	yokia	j o k i a	False	0.0			10209	0
5902	ZinacantanTzotzil	Mayan	color	COLOR	bon	bon	ɓ o n	False	0.0			5179	0
9601	Otomi	Otomanguean	color	COLOR	kolor	kolor	k o l o r	True	1.0	Spanish	color	7787	169
9602	Otomi	Otomanguean	color	COLOR	njät'i	njät'i	n x ɐ t̪ʼ i	False	0.0			7788	0
11068	ImbaburaQuechua	Quechuan	color	COLOR	kulur	kulur	k u l u ɾ	True	1.0	Spanish	color	9559	169
668	Portuguese	Indo-European	comb	COMB	pente	pente	p ẽ tʃ i					1644	0
2363	Spanish	Indo-European	comb	COMB	peine	peine	p e i n e					1579	171
4040	Yaqui	Uto-Aztecan	comb	COMB	chichikia	chichikia	tʃ i tʃ i k i a	False	0.0			10759	0
5434	ZinacantanTzotzil	Mayan	comb	COMB	hach’ubil	hach’ubil	h a tʃʼ u ɓ i l	False	0.0			5181	0
6815	Qeqchi	Mayan	comb	COMB	xiyab'	xiyab'	ʃ i j a ɓ	False	0.0			5180	0
8703	Otomi	Otomanguean	comb	COMB	nsani (1)	nsani	ⁿs a n i	False	0.0			7789	170
8704	Otomi	Otomanguean	comb	COMB	t'eku̲ñä	t'eku̲ñä	t̪ʼ e k u ɲ ɐ	False	0.0			7790	0
8705	Otomi	Otomanguean	comb	COMB	nt'eñä	nt'eñä	n t̪ʼ e ɲ ɐ	False	0.0			7332	0
10632	ImbaburaQuechua	Quechuan	comb	COMB	ñajcha	ñajcha	ɲ a x tʃ a	False	0.0			9560	0
11824	Wichi	Matacoan	comb	COMB	tsunis	tsunis	ts u n i s	False	0.0			3738	170
13096	Mapudungun	Araucanian	comb	COMB	rünatuwe	rünatuwe	ɻ ɨ n a t u w e	False	0.0			197	0
13097	Mapudungun	Araucanian	comb	COMB	peine	peine	p e i n e	True	1.0	Spanish	peine	198	171
957	Portuguese	Indo-European	come	COME	vir	vir	v i ʁ					1645	0
2672	Spanish	Indo-European	come	COME	venir	venir	b e n i ɾ					1580	0
4271	Yaqui	Uto-Aztecan	come	COME	a’abo weye	a’abo_weye	a ʔ a b o + w e j e	False	0.0			10760	0
5643	ZinacantanTzotzil	Mayan	come	COME	tal	tal	t a l	False	0.0			5182	0
7131	Qeqchi	Mayan	come	COME	chalk	chalk	tʃ a l kʰ	False	0.0			4864	0
7132	Qeqchi	Mayan	come	COME	k'ulunk	k'ulunk	k ʔ u l u n kʰ	False	0.0			5184	0
9124	Otomi	Otomanguean	come	COME	ehe (1)	ehe	e h e	False	0.0			7791	0
10820	ImbaburaQuechua	Quechuan	come	COME	shamuna	shamuna	ʃ a m u n a	False	0.0			9561	0
12016	Wichi	Matacoan	come	COME	nom	nom	n o m	False	0.0			3739	0
13297	Mapudungun	Araucanian	come	COME	küpan	küpan	k ɨ p a n	False	0.0			199	0
958	Portuguese	Indo-European	come back	COMEBACK	voltar	voltar	v ɔu t a ʁ					1646	0
959	Portuguese	Indo-European	come back	COMEBACK	regressar	regressar	ʁ e ɡ ɾ e s a ʁ					1648	0
2673	Spanish	Indo-European	come back	COMEBACK	volver	volver	b o l β ɛ ɾ					1581	0
2674	Spanish	Indo-European	come back	COMEBACK	regresar	regresar	r e ɣ ɾ e s a ɾ					1582	0
4272	Yaqui	Uto-Aztecan	come back	COMEBACK	notte	notte	n o t t e	False	0.0			10761	0
5644	ZinacantanTzotzil	Mayan	come back	COMEBACK	sut	sut	s u tʰ	False	0.0			5186	0
7133	Qeqchi	Mayan	come back	COMEBACK	q'ajk	q'ajk	qʼ a x kʰ	False	0.0			5185	0
7134	Qeqchi	Mayan	come back	COMEBACK	suq'iik	suq'iik	s u qʼ iː kʰ	False	0.0			5187	0
9125	Otomi	Otomanguean	come back	COMEBACK	kots’i	kots’i	k o tsʼ i	False	0.0			7792	0
10821	ImbaburaQuechua	Quechuan	come back	COMEBACK	tigrana	tigrana	t i g ɾ a n a	False	0.0			9562	0
12017	Wichi	Matacoan	come back	COMEBACK	tapilh	tapilh	t a p i l̥	False	0.0			3740	0
12018	Wichi	Matacoan	come back	COMEBACK	yopilh	yopilh	y o p i l̥	False	0.0			3451	0
13298	Mapudungun	Araucanian	come back	COMEBACK	wiñon	wiñon	w i ɲ o n	False	0.0			200	0
1542	Portuguese	Indo-European	command	COMMAND	mandar	mandar	m ɐ̃ d a ʁ					1649	172
1543	Portuguese	Indo-European	command	COMMAND	dar ordem	dar_ordem	d a ʁ + ɔ ʁ d ẽĩ					1583	0
3309	Spanish	Indo-European	command	COMMAND	mandar	mandar	m a n d a ɾ					1583	0
3310	Spanish	Indo-European	command	COMMAND	ordenar	ordenar	o ɾ ð e n a ɾ					1652	0
4780	Yaqui	Uto-Aztecan	command	COMMAND	sawe	sawe	s a w e	False	0.0			10762	0
6074	ZinacantanTzotzil	Mayan	command	COMMAND	tak’i	tak’i	t a kʼ i	False	0.0			5188	0
7791	Qeqchi	Mayan	command	COMMAND	taqlank	taqlank	t a q l a n kʰ	False	0.0			4869	0
9968	Otomi	Otomanguean	command	COMMAND	‘be̲pi	‘be̲pi	ˀb æ p i	False	0.0			7793	0
9969	Otomi	Otomanguean	command	COMMAND	pe̲hni	pe̲hni	p æ h n i	False	0.0			7794	0
9970	Otomi	Otomanguean	command	COMMAND	mända	mända	m ɐ n d a	True	1.0	Spanish	mandar	7795	172
11244	ImbaburaQuechua	Quechuan	command	COMMAND	kachana (2)	kachana	k a tʃ a n a	False	0.0			9563	0
12467	Wichi	Matacoan	command	COMMAND	icheta	icheta	i tʃ e t a	False	0.0			3741	0
13722	Mapudungun	Araucanian	command	COMMAND	werkün	werkün	w e ɻ k ɨ n	False	0.0			201	0
469	Portuguese	Indo-European	common cold (disease)	COMMONCOLDDISEASE	resfriado	resfriado	ʁ e ʃ f ɾ i a d u					1653	0
470	Portuguese	Indo-European	common cold (disease)	COMMONCOLDDISEASE	gripe	gripe	ɡ ɾ i p i					1655	0
2164	Spanish	Indo-European	common cold (disease)	COMMONCOLDDISEASE	catarro	catarro	k a t a r o					1654	0
2165	Spanish	Indo-European	common cold (disease)	COMMONCOLDDISEASE	resfriado	resfriado	r ɛ s f ɾ j a ð o					1585	0
3858	Yaqui	Uto-Aztecan	common cold (disease)	COMMONCOLDDISEASE	chomko’okoa	chomko’okoa	tʃ o m k o ʔ o k o a	False	0.0			10763	0
5279	ZinacantanTzotzil	Mayan	common cold (disease)	COMMONCOLDDISEASE	simil 7obal	simil_7obal	s i m i l + ʔ o ɓ a l	False	0.0			5190	0
6612	Qeqchi	Mayan	common cold (disease)	COMMONCOLDDISEASE	jolomb'ej	jolomb'ej	x o l o m ɓ e x	False	0.0			5189	0
6613	Qeqchi	Mayan	common cold (disease)	COMMONCOLDDISEASE	oj	oj	o x	False	0.0			5191	0
8461	Otomi	Otomanguean	common cold (disease)	COMMONCOLDDISEASE	nthuñu	nthuñu	n θ u ɲ u	False	0.0			7796	0
8462	Otomi	Otomanguean	common cold (disease)	COMMONCOLDDISEASE	thehe	thehe	θ e h e	False	0.0			7797	0
10497	ImbaburaQuechua	Quechuan	common cold (disease)	COMMONCOLDDISEASE	rumas	rumas	ʐ u m a s	True	1.0	Spanish	reumas	9564	0
11680	Wichi	Matacoan	common cold (disease)	COMMONCOLDDISEASE	chelhtaj	chelhtaj	tʃ e lˠ t a x	False	0.0			3742	0
12952	Mapudungun	Araucanian	common cold (disease)	COMMONCOLDDISEASE	chafo	chafo	tʃ a f o	False	0.0			202	0
12953	Mapudungun	Araucanian	common cold (disease)	COMMONCOLDDISEASE	rüle	rüle	ɻ ɨ l e	False	0.0			203	0
444	Portuguese	Indo-European	conceive	CONCEIVE	conceber	conceber	k õ s e b e ʁ					1656	0
2141	Spanish	Indo-European	conceive	CONCEIVE	concebir	concebir	k o n s e β i ɾ					1588	0
3847	Yaqui	Uto-Aztecan	conceive	CONCEIVE	yeu nu’upa	yeu_nu’upa	j e u + n u ʔ u p a	False	0.0			10764	0
5265	ZinacantanTzotzil	Mayan	conceive	CONCEIVE	tz’anesbe	tz’anesbe	tsʼ a n e s ɓ e	False	0.0			5193	0
6601	Qeqchi	Mayan	conceive	CONCEIVE	kanaak sa’ yu’am	kanaak_sa’_yu’am	k a n aː k + s a ʔ + j u ʔ a m	False	0.0			5192	0
10487	ImbaburaQuechua	Quechuan	conceive	CONCEIVE	wawachina	wawachina	w a w a tʃ i n a	False	0.0			9565	0
11670	Wichi	Matacoan	conceive	CONCEIVE	iwulhosa	iwulhosa	i w u lˠ o s a	False	0.0			3743	0
12942	Mapudungun	Araucanian	conceive	CONCEIVE	nien	nien	n i e n	False	0.0			204	0
1636	Portuguese	Indo-European	condemn	CONDEMN	condenar	condenar	k õ d e n a ʁ					1657	173
3401	Spanish	Indo-European	condemn	CONDEMN	condenar	condenar	k o n d e n a ɾ					1589	173
4846	Yaqui	Uto-Aztecan	condemn	CONDEMN	konrenaroa	konrenaroa	k o n r e n a r o a	True	1.0	Spanish	condenar	10765	173
7875	Qeqchi	Mayan	condemn	CONDEMN	tz’aqtaanank	tz’aqtaanank	tsʼ a q t aː n a n kʰ	False	0.0			5194	0
7876	Qeqchi	Mayan	condemn	CONDEMN	raqok aatin	raqok_aatin	r a q o k + aː t i n	False	0.0			5195	0
10099	Otomi	Otomanguean	condemn	CONDEMN	tsatu'ñu	tsatu'ñu	ts a t̪ u ˀɲ u	False	0.0			7798	173
1637	Portuguese	Indo-European	convict	CONVICT	sentenciar	sentenciar	s ẽ t ẽ s i a ʁ					1658	0
1638	Portuguese	Indo-European	convict	CONVICT	condenar	condenar	k õ d e n a ʁ					1660	174
3402	Spanish	Indo-European	convict	CONVICT	inculpar	inculpar	i n k u l p a ɾ					1659	0
3403	Spanish	Indo-European	convict	CONVICT	condenar	condenar	k o n d e n a ɾ					1591	174
4847	Yaqui	Uto-Aztecan	convict	CONVICT	konrenaroa	konrenaroa	k o n r e n a r o a	True	1.0	Spanish	condenar	10766	174
7877	Qeqchi	Mayan	convict	CONVICT	teneb’ankil sa’ xb’een	teneb’ankil_sa’_xb’een	t e n e ɓ a n k i l + s a ʔ + ʃ ɓ eː n	False	0.0			5196	0
7878	Qeqchi	Mayan	convict	CONVICT	raqok aatin chi rix	raqok_aatin_chi_rix	r a q o k + aː t i n + tʃ i + ɾ i ʃ	False	0.0			5197	0
10100	Otomi	Otomanguean	convict	CONVICT	tsatu'ñu	tsatu'ñu	ts a t̪ u ˀɲ u	False	0.0			7799	174
10101	Otomi	Otomanguean	convict	CONVICT	hoxuthai	hoxuthai	h o x u θ a i	False	0.0			7800	0
11290	ImbaburaQuechua	Quechuan	convict	CONVICT	juchachina (2)	juchachina	x u tʃ a tʃ i n a	False	0.0			9566	174
13767	Mapudungun	Araucanian	convict	CONVICT	kulpatun	kulpatun	k u l p a t u n	True	1.0	Spanish	culpar	205	0
502	Portuguese	Indo-European	cooked	COOKED	cozinhado	cozinhado	k o z i ɲ a d u					1661	0
503	Portuguese	Indo-European	cooked	COOKED	cozido	cozido	k o z i d u					1593	0
2201	Spanish	Indo-European	cooked	COOKED	cocido	cocido	k o s i ð o					1593	0
2202	Spanish	Indo-European	cooked	COOKED	cocinado	cocinado	k o s i n a ð o					1593	0
3890	Yaqui	Uto-Aztecan	cooked	COOKED	bwasa’i	bwasa’i	bʷ a s a ʔ i	False	0.0			10767	0
5311	ZinacantanTzotzil	Mayan	cooked	COOKED	tok’on	tok’on	t o kʼ o n	False	0.0			5199	0
6657	Qeqchi	Mayan	cooked	COOKED	k'uub'aak	k'uub'aak	k ʔ uː ɓ aː kʰ	False	0.0			5198	0
6658	Qeqchi	Mayan	cooked	COOKED	k'ub'k'u	k'ub'k'u	k ʔ u ɓ kʼ u	False	0.0			4880	0
6659	Qeqchi	Mayan	cooked	COOKED	chaq'	chaq'	tʃ a qʼ	False	0.0			4879	0
8511	Otomi	Otomanguean	cooked	COOKED	ndä (1)	ndä	n d ɐ	False	0.0			7801	0
10521	ImbaburaQuechua	Quechuan	cooked	COOKED	yanushka	yanushka	j a n u ʃ k a	False	0.0			9567	0
11708	Wichi	Matacoan	cooked	COOKED	y’u	y’u	y ʔ u	False	0.0			3744	0
12982	Mapudungun	Araucanian	cooked	COOKED	afün	afün	a f ɨ n	False	0.0			206	0
685	Portuguese	Indo-European	cookhouse	COOKHOUSE	cozinha	cozinha	k o z i ɲ ɐ					1662	175
2382	Spanish	Indo-European	cookhouse	COOKHOUSE	cocina	cocina	k o s i n a					1594	175
4053	Yaqui	Uto-Aztecan	cookhouse	COOKHOUSE	kosina	kosina	k o s i n a	True	1.0	Spanish	cocina	10768	175
5445	ZinacantanTzotzil	Mayan	cookhouse	COOKHOUSE	kusina	kusina	k u s i n a	True	1.0	Spanish	cocina	5201	175
6830	Qeqchi	Mayan	cookhouse	COOKHOUSE	k'uub'leb'aal	k'uub'leb'aal	k ʔ uː ɓ l e ɓ aː l	False	0.0			5200	0
6831	Qeqchi	Mayan	cookhouse	COOKHOUSE	xna'aj xam	xna'aj_xam	ʃ n a ʔ a x + ʃ a m	False	0.0			5202	0
8727	Otomi	Otomanguean	cookhouse	COOKHOUSE	nthoku̲nts'i	nthoku̲nts'i	n θ o k u n tsʼ i	False	0.0			7802	0
8728	Otomi	Otomanguean	cookhouse	COOKHOUSE	nthoku̲hñuni	nthoku̲hñuni	n θ o k u h ɲ u n i	False	0.0			7344	0
8729	Otomi	Otomanguean	cookhouse	COOKHOUSE	nthoku̲komida	nthoku̲komida	n θ o k u k o m i d a	True	1.0	Spanish	comida	7344	0
10644	ImbaburaQuechua	Quechuan	cookhouse	COOKHOUSE	yanuna uku	yanuna_uku	j a n u n a + u k u	False	0.0			9568	0
11837	Wichi	Matacoan	cookhouse	COOKHOUSE	tolhatajw’et	tolhatajw’et	t o lˠ a t a xʷ ʔ e t	False	0.0			3745	0
528	Portuguese	Indo-European	cooking pot	COOKINGPOT	panela	panela	p ɐ n ɛ l ɐ					1663	0
2224	Spanish	Indo-European	cooking pot	COOKINGPOT	olla	olla	o ʝ a					1664	0
521	Portuguese	Indo-European	cook (something)	COOKSOMETHING	cozinhar	cozinhar	k o z i ɲ a ʁ					1665	176
2218	Spanish	Indo-European	cook (something)	COOKSOMETHING	cocinar	cocinar	k o s i n a ɾ					1597	176
3902	Yaqui	Uto-Aztecan	cook (something)	COOKSOMETHING	kisaroa	kisaroa	k i s a r o a	True	1.0	Spanish	guisar	10769	176
3903	Yaqui	Uto-Aztecan	cook (something)	COOKSOMETHING	bwasa	bwasa	bʷ a s a	False	0.0			10770	0
5324	ZinacantanTzotzil	Mayan	cook (something)	COOKSOMETHING	ta7ahes	ta7ahes	t a ʔ a h e s	False	0.0			5204	0
6676	Qeqchi	Mayan	cook (something)	COOKSOMETHING	chiqok	chiqok	tʃ i q o kʰ	False	0.0			5203	0
8533	Otomi	Otomanguean	cook (something)	COOKSOMETHING	ja tä	ja_tä	x a + t̪ ɐ	False	0.0			7803	0
